profile,text,reactions,comments,shares,created_at,followers
Naranja X,"Algunos lo llamarán racha, nosotros lo llamamos 
hashtag
#OrgulloNX: ¡𝘀𝗼𝗺𝗼𝘀 #𝟭 𝗽𝗼𝗿 𝗰𝘂𝗮𝗿𝘁𝗼 𝗮ñ𝗼 𝗰𝗼𝗻𝘀𝗲𝗰𝘂𝘁𝗶𝘃𝗼!

Logramos una vez más ubicarnos en la posición 1° entre 24 empresas que participan del estudio
(EFY) dirigido porpara profesionales sub-35.

Este hito nos confirma que lo estamos haciendo bien. Nuestra capacidad de conectar con las personas y sus necesidades, no es solo con miles de clientes. Se vive internamente, en cada NXer que despliega su talento y toma desafíos que impulsan su crecimiento.

Gracias al Team NX que lo hizo posible 🙌. ¡Y un aplauso a todas las empresas destacadas! 👏",340,5,5,11/10/2025,821468
Naranja X,"¡𝟰𝟬 𝗮ñ𝗼𝘀 𝗹𝗲𝘃𝗮𝗻𝘁𝗮𝗻𝗱𝗼 𝗯𝗮𝗿𝗿𝗲𝗿𝗮𝘀!

Hoy celebramos 40 años de una historia que nos llena de orgullo. Una historia que nació con el propósito de 𝗱𝗮𝗿 𝗮𝗰𝗰𝗲𝘀𝗼 y que hoy, más que nunca, es nuestro motor para seguir transformando el sistema financiero.

Para conmemorar este hito, hicimos lo que mejor sabemos hacer: 𝗹𝗲𝘃𝗮𝗻𝘁𝗮𝗿 𝗯𝗮𝗿𝗿𝗲𝗿𝗮𝘀. De forma literal. Durante la hora pico, liberamos los peajes para miles de personas en Buenos Aires y Córdoba. Una acción que representa nuestra misión diaria de eliminar obstáculos para que todos puedan avanzar.

Esta celebración es un recordatorio de nuestro compromiso con la inclusión financiera. Hoy, con más de 9 millones de clientes, seguimos trabajando para abrir nuevos caminos y crear oportunidades. El futuro es 𝘀𝗲𝗴𝘂𝗶𝗿 𝗱𝗮𝗻𝗱𝗼 𝗮𝗰𝗰𝗲𝘀𝗼.

¡Gracias a todas las personas que nos acompañan en este viaje!",363,25,25,11/10/2025,821468
Naranja X,"Experimentación de la mano de acceso libre 🚀

Sabemos que para revolucionar las finanzas de millones de personas, la innovación tiene que estar disponible para todas las personas que formamos parte de Naranja X. Por eso adoptamos herramientas de IA como GitHub Copilot de… ¡Y las llevamos más allá! Abrimos la herramienta para que cualquier developer pueda experimentar su uso, sin demoras ni trámites para poder usarlo.

Más del 80% de nuestros developers ya usa la herramienta de forma activa y habitual, reduciendo un 50% el tiempo de resolución de problemas y ¡con un ahorro de hasta 3 horas diarias de tareas operativas!
👉 + productividad
👉 + innovación
👉 + velocidad.

La adopción masiva de esta tecnología es clave para acelerar procesos y entregar más valor a nuestros +8.5 millones de clientes en menos tiempo.",149,14,14,11/09/2025,821468
Naranja X,"Esto es solo el comienzo... y ya es una bomba 

Cada vez falta menos para 
hashtag
#Tech4Impact2025. Acá te traemos un adelanto de las voces que van a decir presente en esta edición que se viene con TODO 💥.

Ya están confirmados speakers como,,,,,,y, entre otros.

¿Con ganas de más? 👀 Quedate atenti que en breve se viene el line up completo + agenda.

¿Qué estás esperando para  sumarte a esta experiencia única? 🚀. Inscribite acá 👉

Nos vemos el 22/5 para vivir este gran evento y conectar con lo último del mundo tech, seguir creciendo en comunidad e impulsar soluciones con impacto real.",173,16,16,14/05/2025,821468
Naranja X,"¿Sabías que 
hashtag
#Tech4Impact tiene un streaming en vivo durante todo el evento? 
¡Sí! T4I Studio. Y este año se viene con todo 💪. Entrevistas exclusivas, backstage y sorpresas, de la mano de hosts invitados. 

1° CONFIRMADA:. ¡Bienvenida! 🤗

Eli ya nos acompañó en 2024 y nos dejó una entrevista de lujo: ¿cómo liderar equipos de alto impacto en la era digital?
👉Si querés conocer todas las claves, hacé click acá:

PD: ¿Ya te anotaste a Tech4Impact 2025? Te esperamos el 22/5 para conectar con los últimos desafíos del mundo tech para impactar en la comunidad.
¡Inscribite ya!",96,7,7,14/05/2025,821468
Naranja X,"👀 ¿𝗬 𝘀𝗶 𝘁𝗲 𝗱𝗲𝗰𝗶𝗺𝗼𝘀 𝗾𝘂𝗲 𝗹𝗹𝗲𝗴𝗮𝗺𝗼𝘀 𝗮 𝘂𝗻𝗮 𝗻𝘂𝗲𝘃𝗮 𝘁𝗿𝗮𝗻𝘀𝗶𝗰𝗶𝗼́𝗻 𝗱𝗲 
hashtag
#𝗙𝘂𝗲𝗿𝗮𝗱𝗲𝗦𝗲𝗿𝗶𝗲?

Sí, parece mentira lo rápido que pasó el tiempo. Llegamos a la segunda transición de este programa que creamos junto ay, y los 9 FDS cambiaron de empresa por última vez… pero eso no fue todo. También se animaron a compartir todo lo que vivieron hasta ahora.

🤔¿Cómo? Junto a, una organización que acompaña a jóvenes en contextos vulnerables con su primera inserción laboral, armamos un taller donde cada FDS pudo compartir sus desafíos y aprendizajes con quienes están dando sus primeros pasos.",75,7,7,13/07/2025,821468
Naranja X,"¿𝗡𝗼𝘀 𝗱𝗮𝘀 𝘂𝗻𝗮 𝗺𝗮𝗻𝗶𝘁𝗼? 🙏

Falta muy poco para que puedas inscribirte de forma gratuita y obtener un lugar en
𝟮𝟬𝟮𝟱. Estamos a full trabajando en el line up porque este año el Call4Speakers volvió a prenderse fuego mal 🔥.

Por eso, te pedimos ayuda con esta encuesta para poder cerrar la agenda 𝘈𝘚𝘈𝘗.

Posta, lo estamos dando todo para que T4I siga siendo un gran espacio de 𝙘𝙤𝙣𝙚𝙭𝙞𝙤́𝙣 𝙚 𝙞𝙢𝙥𝙖𝙘𝙩𝙤, con el mejor contenido tech.

📌𝗝𝘂𝗲𝘃𝗲𝘀 𝟮𝟮/𝟱 - Main Event: Complejo C Art Media, CABA + Side Event en Córdoba (Casa NX) + Virtual a todo el mundo.

𝙉𝙤𝙨 𝙫𝙚𝙢𝙤𝙨 𝙚𝙣 𝙏𝟰𝙄𝟮𝟱⚡",83,21,21,14/04/2025,821468
Naranja X,"𝗔𝘂𝘁𝗼𝗺𝗮𝘁𝗶𝘇𝗮𝗰𝗶𝗼́𝗻 𝘆 𝗱𝗲𝘀𝗮𝗿𝗿𝗼𝗹𝗹𝗼, 𝘂𝗻𝗮 𝗱𝘂𝗽𝗹𝗮 𝗾𝘂𝗲 𝗹𝗮 𝗿𝗼𝗺𝗽𝗲 𝗲𝗻 𝗡𝗫 ⚡

Estamos más on fire que el sol de enero 😅. Y el calor no detiene la segunda entrega de
: una serie de entrevistas exclusivas realizadas en
2024 que siguen alimentando el espíritu de nuestro evento y compartiendo conocimiento.

, DevOps & Automation Manager en Naranja X, nos cuenta cómo las plataformas de Developer Experience permiten a quienes desarrollan construir más y mejores soluciones.

¿El resultado de esta implementación? Una ejecución ágil, de calidad, que nos permite entregar valor más rápido y con más impacto para que nuestros clientes tengan una experiencia diferencial, recontra WOW 🚀.

Mención especial a, nuestro entrevistador invitado ✨estrella✨, que se lució logrando los mejores testimonios.

¡No te pierdas la entrevista completa! Encontrá el link en los comentarios.",101,13,13,13/02/2025,821468
Naranja X,"¡𝗬𝗮 𝗽𝗼𝗱𝗲́𝘀 𝗶𝗻𝘀𝗰𝗿𝗶𝗯𝗶𝗿𝘁𝗲! 𝗧𝗲𝗰𝗵𝟰𝗜𝗺𝗽𝗮𝗰𝘁 𝟮𝟬𝟮𝟱 𝘁𝗲 𝗲𝘀𝗽𝗲𝗿𝗮 ⚡

👉 https://lnkd.in/dKp_jU-H

La tercera edición de nuestro evento viene con todo el power 💪: 𝗰𝗵𝗮𝗿𝗹𝗮𝘀, 𝘄𝗼𝗿𝗸𝘀𝗵𝗼𝗽𝘀 𝘆 𝗲𝘅𝗽𝗲𝗿𝗶𝗲𝗻𝗰𝗶𝗮𝘀 𝗽𝗮𝗿𝗮 𝗰𝗼𝗻𝗲𝗰𝘁𝗮𝗿 𝗰𝗼𝗻 𝗹𝗼 𝘂́𝗹𝘁𝗶𝗺𝗼 𝗱𝗲𝗹 𝗺𝘂𝗻𝗱𝗼 𝘁𝗲𝗰𝗵. ¿Te lo vas a perder?

📅 Jueves 22/5 - de 9 a 21 h.

¿𝘾𝙤́𝙢𝙤 𝙥𝙤𝙙𝙚́𝙨 𝙥𝙖𝙧𝙩𝙞𝙘𝙞𝙥𝙖𝙧?
➡️ 𝗣𝗿𝗲𝘀𝗲𝗻𝗰𝗶𝗮𝗹 en Complejo C Art Media, Buenos Aires o en Casa NX, Córdoba. (‼️𝘊𝘶𝑝𝘰𝘴 𝘭𝘪𝘮𝘪𝘵𝘢𝘥𝘰𝘴, 𝘵𝘦 𝘷𝘢𝘮𝘰𝘴 𝘢 𝘤𝘰𝘮𝘶𝘯𝘪𝘤𝘢𝘳 𝘴𝘪 𝘰𝘣𝘵𝘶𝘷𝘪𝘴𝘵𝘦 𝘶𝘯 𝘭𝘶𝘨𝘢𝘳)

➡️ 𝗩í𝗮 𝘀𝘁𝗿𝗲𝗮𝗺𝗶𝗻𝗴 desde cualquier parte del mundo.
Entrada gratuita con inscripción previa.

𝘈𝘵𝘦𝘯𝘵𝘪: En unos días presentamos el lineup y algunas novedades que te podemos contar ( 𝘴𝘰𝘭𝘰 𝘢𝘭𝘨𝘶𝘯𝘢𝘴…😎)

Nos vemos en",235,23,23,14/05/2025,821468
Naranja X,"𝗟𝗶𝗱𝗲𝗿𝗮𝗿 𝗲𝘀 𝗽𝗼𝗿 𝗮𝗰á 😄⁣🌱 
⁣
Esta semana terminó el EPA (Es Por Acá), nuestro encuentro de liderazgo 2025. Un espacio donde quienes lideran equipos y/o iniciativas estratégicas nos encontramos para entender por dónde pasa el año. ⁣
⁣
Incendios, inundaciones, eventos climáticos extremos…una crisis que nos conmueve y también nos ocupa, atravesó nuestra agenda. Por eso, este año también pasamos a la acción para cuidar la comunidad y el lugar donde operamos. ⁣
⁣
Y como en NX nos encanta redoblar la apuesta… este año el EPA duró más de 1 mes 🤪:⁣
⁣
⛰️ En febrero, 40 voluntarios se formaron como guías en la base del cerro Champaquí: aprendieron todo sobre siembra y plantación de árboles autóctonos, plantaron +1500 tabaquillos y ganaron expertise acompañados por.
⁣
🌎 Las semanas siguientes todo el liderazgo NX vivió la experiencia: compartimos ideas, nos emocionamos y ganamos conciencia sobre nuestro impacto en el planeta. ⁣
⁣
🚀 Finalmente llegó el 13 de marzo. +400 líderes nos encontramos en las Sierras de Córdoba: alineación consciente para conectar con nuestra estrategia, nuestros grandes habilitadores y nuestra razón de ser, claro: nuestros clientes.⁣
⁣
🌱 Un día después pusimos nuestra cultura en acción: sembramos más de 34.000 tabaquillos y convocamos en tiempo récord a 250 personas para ir a reforestar un bosque la semana siguiente 😮. 𝘓𝘢 𝑝𝘭𝘢𝘯𝘵𝘢𝘤𝘪𝘰́𝘯 𝘦𝘳𝘢 𝘯𝘶𝘦𝘴𝘵𝘳𝘰 𝑝𝘭𝘢𝘯 𝘈, 𝑝𝘦𝘳𝘰 𝘭𝘢𝘴 𝘧𝘶𝘦𝘳𝘵𝘦𝘴 𝘭𝘭𝘶𝘷𝘪𝘢𝘴 𝘥𝘦 𝘦𝘴𝘢 𝘴𝘦𝘮𝘢𝘯𝘢 𝘦𝘯 𝘊𝘰́𝘳𝘥𝘰𝘣𝘢 𝘯𝘰𝘴 𝘭𝘭𝘦𝘷𝘢𝘳𝘰𝘯 𝘢 𝘦𝘫𝘦𝘤𝘶𝘵𝘢𝘳 𝘦𝘭 𝑝𝘭𝘢𝘯 𝘉 𝘦𝘯 𝘵𝘪𝘦𝘮𝑝𝘰 𝘳𝘦́𝘤𝘰𝘳𝘥, ¡𝘺 𝘭𝘰𝘨𝘳𝘢𝘯𝘥𝘰 𝘮𝘶𝘤𝘩𝘰 𝘮𝘢́𝘴 𝘪𝘮𝑝𝘢𝘤𝘵𝘰!
⁣
🌲 El miércoles 19 concluímos con una jornada especial: la plantación de 10 mil árboles en Pampa de Achala. Una zona que en 40 años contará con un bosque de tabaquillos, donde nacen el 80% de los ríos de Córdoba, y es suministro de agua para más de 4 millones de personas.⁣
⁣
Un mes de compartir experiencias. De alinear. De hacer consciente nuestro impacto en la comunidad. De conectar, de corazón, con las personas y sus necesidades.⁣
⁣
Un mes de seguir haciendo historia con esa fórmula ¿mágica? que vio nacer a nuestra tarjeta hace 40 años, para dejar una huella, por lo menos, por 40 años más.⁣",441,19,19,14/04/2025,821468
Naranja X,"𝗣𝗶𝗻𝗴 𝗽𝗼𝗻𝗴 𝗰𝗼𝗻… 𝗙𝗹𝘂𝘅𝗲𝗿𝘀 🔥 VOL 3

🚨 Últimos 2 días para postularte a 
hashtag
#𝙏𝙖𝙡𝙚𝙣𝙩𝙤𝙁𝙡𝙪𝙭 edic. 2025 y sumarte a Naranja X.

Una experiencia profesional con la que vas a potenciar tu actitud de liderazgo, participar de proyectos desafiantes desde el día uno y ver cómo tus decisiones impactan positivamente en la vida financiera de millones de personas.

Todo esto en un ambiente innovador, colaborativo… ¡y lleno de magia! ✨

🏓 En este 𝘗𝘪𝘯𝘨 𝘗𝘰𝘯𝘨, Lucas, del área HOME de nuestra app, te cuenta en primera persona qué desafíos vas a enfrentar como 𝗙𝗹𝘂𝘅𝗲𝗿 y qué cualidades busca sumar al team.

𝙋𝙤𝙨𝙩𝙪𝙡𝙖𝙩𝙚 𝙖𝙝𝙤𝙧𝙖 𝙮 𝙙𝙚𝙟𝙖́ 𝙛𝙡𝙪𝙞𝙧 𝙩𝙪 𝙩𝙖𝙡𝙚𝙣𝙩𝙤 𝙚𝙣 𝙉𝙓. ➡️",219,35,35,14/04/2025,821468
Naranja X,"☁️ 𝗗𝗶𝗺𝗼𝘀 𝗲𝗹 𝘀𝗮𝗹𝘁𝗼 𝗱𝗲𝗳𝗶𝗻𝗶𝘁𝗶𝘃𝗼 𝗮 𝗹𝗮 𝗻𝘂𝗯𝗲: 𝘀𝗼𝗺𝗼𝘀 𝗳𝘂𝗹𝗹 𝗰𝗹𝗼𝘂𝗱

Este año marcamos un hito en nuestra evolución: terminamos la migración de TODA (sí, toda!) nuestra operación a la nube para estar más cerca de nuestros 8 millones de clientes.

¿Por qué la nube nos permite estar más cerca de nuestros clientes?
✅ Más agilidad para ofrecer nuevos productos y servicios.
✅ Más seguridad para que cada operación esté protegida.
✅ Más escalabilidad para mejorar cada día la experiencia y llegar a más personas.

🔹, Head of Infrastructure de NX: “Consolidarnos en la nube nos permite escalar e impulsar la innovación en cada uno de nuestros productos, garantizando mayor agilidad, seguridad y una experiencia de usuario de primer nivel.”

Este salto lo dimos de la mano de nuestro partner, quien nos brinda la infraestructura, la seguridad y la potencia para que todo funcione de forma ágil, estable y sin interrupciones.

🔥 Más tecnología, más innovación, más Naranja X.",834,66,66,13/02/2025,821468
Naranja X,"𝟱/𝟭𝟮 - 𝗗í𝗮 𝗱𝗲𝗹 𝗩𝗼𝗹𝘂𝗻𝘁𝗮𝗿𝗶𝗮𝗱𝗼: 𝗱𝗲𝗷𝗮𝗿 𝗵𝘂𝗲𝗹𝗹𝗮 𝗲𝘀𝘁𝗮́ 𝗲𝗻 𝗻𝘂𝗲𝘀𝘁𝗿𝗼 𝗔𝗗𝗡𝗫

En 2024 lanzamos nuestro programa de voluntariado: 
hashtag
#NXersChangemakers. Desde que comenzó, NXers de todo Argentina generaron impacto en sus comunidades.

🚀 32 localidades recorridas, de Ushuaia a La Quiaca (𝘵𝘰𝘥𝘰 𝘦𝘭 𝑝𝘢í𝘴, 𝘭𝘪𝘵).
💪 44 proyectos de impacto social y ambiental que transformaron realidades.
💥 353 NXers Changemakers: esto equivale al 13% de la compañía.
💰 $147M invertidos en estas acciones, donde el 60% fue recaudado por NXers.

Lo que conseguimos juntos, como
, es enorme. Pero esto recién empieza: en 2025, vamos por más.

🧡 𝗚𝗿𝗮𝗰𝗶𝗮𝘀 𝗮 𝗰𝗮𝗱𝗮 𝗡𝗫𝗲𝗿 que se convirtió en agente de cambio, contagió su poder para impactar y lo hizo de corazón.



PD: ¡Esta versión del himno fue grabada íntegramente por nuestra Talent Band 🤩!",150,14,14,15/12/2024,821468
Naranja X,"𝗔𝘀𝗶́ 𝘃𝗶𝘃𝗶𝗺𝗼𝘀 𝗟𝗮𝗖𝗹𝗮𝗽❗, 𝗻𝘂𝗲𝘀𝘁𝗿𝗼 𝗲𝗻𝗰𝘂𝗲𝗻𝘁𝗿𝗼 𝗰𝘂𝗹𝘁𝘂𝗿𝗮𝗹 𝗺𝗮́𝘀 𝗲𝘀𝗽𝗲𝗿𝗮𝗱𝗼 𝗱𝗲𝗹 𝗮𝗻̃𝗼

El finde celebramos un año inolvidable con una experiencia única que todavía nos tiene así 😯. Fue uno de esos momentos no WOW, sino RECONTRA WOW que tanto nos gustan.

+2500 NXers de toda la Argentina nos encontramos en Córdoba para clappear bien fuerte por nuestros grandes logros. ¿Clappear? Sí, es un verbo que inventamos que viene del sonido de los 👏. La Clap! es mucho más que una fiesta, es un momento mágico de conexión en tiempo y espacio… ¡POSTA!

Había mucho para 👏 en un 2024 repleto de desafíos (im)posibles que se hicieron realidad. Nuestro ecosistema no dejó de crecer ni un minuto con nuevas soluciones y productos para acompañar las finanzas cotidianas de millones de personas. Exactamente de 8 millones de personas que nos eligen todos los días 😎

¿Datita de
!?
✈️ +2000 personas viajaron por cielo y tierra, desde todo el país, para vernos en el medio de las sierras = un viaje FULL NXER.
🌲 Compensamos el 100% de la huella de carbono.
👯 Hicimos de este encuentro un espacio seguro para que cada persona pueda sentirse auténtica.
📺 En la semana previa compartimos streamings, premios para festejar nuestros resultados y un after en nuestra Casa Naranja X. ¡Una verdadera CLAP-WEEK!
🌧️ +90 milimetros de lluvia no nos detuvieron. A pesar del clima adverso tuvimos de todo: un caminito mágico, un batero con mucha onda, una experiencia a ojos cerrados, una talent-band, discursos, reconocimiento, humor, sorteos y un baile al ritmo de una comida (¡muchísima POLENTA!).
🤗 No pudimos contar la cantidad de abrazos que nos dimos.

¿El resultado? Un gran encuentro en el que nos conectamos de corazón, y nos inspiramos para seguir creciendo y tirando para el mismo lado como one team. Se viene un futuro que ni les podemos contar 🤩.",701,13,13,15/12/2024,821468
Naranja X,"¡𝗟𝗮 𝗮𝘁𝗲𝗻𝗰𝗶𝗼́𝗻 𝗲𝗻 𝗟𝗲𝗻𝗴𝘂𝗮 𝗱𝗲 𝗦𝗲ñ𝗮𝘀 𝗹𝗹𝗲𝗴𝗼́ 𝗮 𝗻𝘂𝗲𝘀𝘁𝗿𝗮 𝗔𝗣𝗣!

En el Día de las Personas con Discapacidad, celebramos que esta opción ya está disponible desde la sección “𝘊𝘩𝘢𝘵𝘦𝘢𝘳”.

👉Quienes se comuniquen en esa lengua podrán ser atendidos en nuestro Canal de Atención digital por videollamada.

Enrique y Ezequiel son clientes de Jujuy que nos ayudaron a mejorar la experiencia 🤗. Caro y Fer son NXers que participaron en este gran proyecto. ¡▶️ 𝘋𝘢𝘭𝘦 𝑝𝘭𝘢𝘺 𝘢𝘭 𝘷𝘪𝘥𝘦𝘰 𝑝𝘢𝘳𝘢 𝘤𝘰𝘯𝘰𝘤𝘦𝘳 𝘴𝘶𝘴 𝘵𝘦𝘴𝘵𝘪𝘮𝘰𝘯𝘪𝘰𝘴!

𝗘𝗻 𝗡𝗮𝗿𝗮𝗻𝗷𝗮 𝗫, 𝘀𝗲𝗴𝘂𝗶𝗺𝗼𝘀 𝗲𝘃𝗼𝗹𝘂𝗰𝗶𝗼𝗻𝗮𝗻𝗱𝗼 𝗽𝗮𝗿𝗮 𝗯𝗮𝗷𝗮𝗿 𝗯𝗮𝗿𝗿𝗲𝗿𝗮𝘀 𝗱𝗲 𝗮𝗰𝗰𝗲𝘀𝗼 𝗲 𝗶𝗻𝗰𝗹𝘂𝗶𝗿 𝗰𝗮𝗱𝗮 𝘃𝗲𝘇 𝗮 𝗺𝗮́𝘀 𝗽𝗲𝗿𝘀𝗼𝗻𝗮𝘀, 𝗶𝗺𝗽𝗮𝗰𝘁𝗮𝗻𝗱𝗼 𝗽𝗼𝘀𝗶𝘁𝗶𝘃𝗮𝗺𝗲𝗻𝘁𝗲 𝗲𝗻 𝗹𝗮 𝗴𝗲𝘀𝘁𝗶𝗼́𝗻 𝗱𝗶𝗮𝗿𝗶𝗮 𝗱𝗲 𝘀𝘂𝘀 𝗳𝗶𝗻𝗮𝗻𝘇𝗮𝘀 🚀.",284,24,24,15/12/2024,821468
