username,text,likes,retweets,replies,views,created_at,best_trend,trend_similarity,best_trend_position,month_sin,month_cos,hour,weekday,is_weekend,text_length,word_count,has_hashtag,has_mention,has_excl,date_x,hashtags,hashtag_overlap_top10,semantic_sim_top10,tweets_top10,likes_top10,retweets_top10,likes_top10_norm,tweets_top10_norm,date_y,comp_likes_median_7dmean,comp_replies_median_7dmean,comp_views_median_7dmean,likes_banco_7dmean,likes_fintech_7dmean,replies_banco_7dmean,replies_fintech_7dmean,views_banco_7dmean,views_fintech_7dmean,comp_likes_median_trend,comp_replies_median_trend,comp_views_median_trend,likes_banco_trend,likes_fintech_trend,replies_banco_trend,replies_fintech_trend,views_banco_trend,views_fintech_trend,likes_rollmed_30d,likes_rel,replies_rollmed_30d,replies_rel,views_rollmed_30d,views_rel
uala_arg,"El 20 de julio se festeja fuerte, ¿vos ya pensaste cómo? 

Nosotros preparamos una promo para nuestros amigos 

#DelLadoDeTuNegocio",5,2,8,0,2022-07-19 18:12:15,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,18,1,0,131,19,1,0,0,2022-07-19,['#delladodetunegocio'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-07-14 19:08:00,18.25,62.0,0.0,18.25,38.0,62.0,90.0,0.0,0.0,5.84375,45.5,0.0,5.84375,0.0,45.5,0.0,0.0,0.0,37.0,0.1351314829328937,8.0,0.9998750156230471,0.0,0.0
uala_arg,"Del lado de l@s que se la juegan. Así como nuestr@s amig@s de 
@teamisurus
 ",22,12,8,0,2022-07-20 18:57:32,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,18,2,0,76,14,0,1,0,2022-07-20,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-07-19 20:11:16,13.166666666666666,41.666666666666664,0.0,13.166666666666666,38.0,41.666666666666664,90.0,0.0,0.0,-0.14502164502164505,-0.16666666666666674,0.0,-0.14502164502164505,0.0,-0.16666666666666674,0.0,0.0,0.0,31.0,0.7096545272733137,8.0,0.9998750156230471,0.0,0.0
uala_arg,"A partir de hoy, desde la app podés contratar tu Asistencia al Viajero a través de 
@paxassistance
 . Planes especiales por país, atención 24h, productos sólo COVID y mucho más. Vos elegís por cuánto tiempo contratar. Encontralo en el menú ""Más"" de la app ",23,2,5,0,2022-07-25 14:31:12,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,14,0,0,256,44,0,1,0,2022-07-25,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-07-21 21:45:53,3.8,1.8,0.0,3.8,38.0,1.8,90.0,0.0,0.0,0.013333333333333197,-0.19999999999999996,0.0,0.013333333333333197,0.0,-0.19999999999999996,0.0,0.0,0.0,25.0,0.9199632014719411,8.0,0.6249218847644045,0.0,0.0
uala_arg,Like si querés estar ahí  #UaláPorElMundo,33,1,18,0,2022-07-25 14:54:36,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,14,0,0,41,6,1,0,0,2022-07-25,['#ualáporelmundo'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-07-21 21:45:53,3.8,1.8,0.0,3.8,38.0,1.8,90.0,0.0,0.0,0.013333333333333197,-0.19999999999999996,0.0,0.013333333333333197,0.0,-0.19999999999999996,0.0,0.0,0.0,29.0,1.1378917968345919,8.0,2.249718785151856,0.0,0.0
uala_arg,"¡Eze, gracias por compartir tu historia! Juntos construimos #TuCaminoSinLímites ",14,1,15,0,2022-08-09 15:56:19,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,15,1,0,80,9,1,0,1,2022-08-09,['#tucaminosinlímites'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-08-05 21:59:42,16.333333333333332,21.0,0.0,16.333333333333332,38.0,21.0,90.0,0.0,0.0,2.6296296296296293,2.5,0.0,2.6296296296296293,0.0,2.5,0.0,0.0,0.0,29.0,0.4827419744146753,11.5,1.304234414398748,0.0,0.0
uala_arg,"Si comprás con QR también sumás puntos 
Escaneando cualquier QR desde la app de Ualá, no importa de qué empresa sea, sumás puntos en Ualá+ que podés canjear por tremendos beneficios. ",12,0,9,0,2022-08-12 18:05:55,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,18,4,0,183,31,0,0,0,2022-08-12,[],0.0,-0.0219108909368515,1.0,0.0,459.0,-0.7177359266445348,-0.2492702617835275,2022-08-11 22:47:04,11.0,13.625,0.0,11.0,38.0,13.625,90.0,0.0,0.0,-0.2325581395348838,-0.22142857142857142,0.0,-0.2325581395348838,0.0,-0.22142857142857142,0.0,0.0,0.0,25.0,0.4799808007679693,9.0,0.9998889012331964,0.0,0.0
uala_arg,"Manu llegó para abrirnos el camino, y mostrarnos que con esfuerzo, no existen los límites. #TuCaminoSinLímites 
Mirá más de esta historia acá  
bit.ly/UaláxManuGinób
…",10,1,7,0,2022-08-12 22:31:06,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,22,4,0,167,24,1,0,0,2022-08-12,['#tucaminosinlímites'],0.0,0.11185403913259506,1.0,0.0,459.0,-0.7177359266445348,-0.2492702617835275,2022-08-12 21:54:15,11.0,10.916666666666666,0.0,11.0,38.0,10.916666666666666,90.0,0.0,0.0,-0.12698412698412698,-0.09779614325068875,0.0,-0.12698412698412698,0.0,-0.09779614325068875,0.0,0.0,0.0,24.0,0.416649306278905,8.5,0.8234325373485473,0.0,0.0
uala_arg,"MAÑANA POR TWITCH, PONGAN LAS ALARMAS 
@teamisurus",47,1,18,0,2022-08-13 22:11:40,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,22,5,1,50,7,0,1,0,2022-08-13,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-08-12 21:54:15,11.0,10.916666666666666,0.0,11.0,38.0,10.916666666666666,90.0,0.0,0.0,-0.12698412698412698,-0.09779614325068875,0.0,-0.12698412698412698,0.0,-0.09779614325068875,0.0,0.0,0.0,25.0,1.8799248030078797,9.0,1.9997778024663928,0.0,0.0
uala_arg,Levante la mano  el que pasó por todos los cargos a la hora de ser emprendedor,67,4,41,0,2022-08-16 18:54:50,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,18,1,0,78,16,0,0,0,2022-08-16,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-08-16 15:06:50,6.375,3.5625,0.0,6.375,38.0,3.5625,90.0,0.0,0.0,-0.029891304347826053,-0.09318181818181814,0.0,-0.029891304347826053,0.0,-0.09318181818181814,0.0,0.0,0.0,25.0,2.6798928042878285,9.0,4.555049438951228,0.0,0.0
uala_arg,"Te dejamos promos en ropa , juguetes y electrónica  para mimar a los más chic@s.  
uala.com.ar/promociones",4,0,4,0,2022-08-18 14:21:09,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,14,3,0,106,16,0,1,0,2022-08-18,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-08-16 15:06:50,6.375,3.5625,0.0,6.375,38.0,3.5625,90.0,0.0,0.0,-0.029891304347826053,-0.09318181818181814,0.0,-0.029891304347826053,0.0,-0.09318181818181814,0.0,0.0,0.0,18.0,0.2222098772290428,8.5,0.4705328784848842,0.0,0.0
uala_arg,"¿Recibiste un mensaje sospechoso y no sabés qué hacer? 

 No entregar códigos o contraseñas

 Verificar si la persona es quien dice ser 

 Bloquear y reportar el número 

Acá te contamos más ",11,0,6,0,2022-08-18 19:01:58,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,19,3,0,191,31,0,0,0,2022-08-18,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-08-16 15:06:50,6.375,3.5625,0.0,6.375,38.0,3.5625,90.0,0.0,0.0,-0.029891304347826053,-0.09318181818181814,0.0,-0.029891304347826053,0.0,-0.09318181818181814,0.0,0.0,0.0,18.0,0.6110771623798678,8.5,0.7057993177273263,0.0,0.0
uala_arg,"@manuginobili
 le abrió el juego a muchas personas demostrando que todos podemos brillar.",8,0,2,0,2022-08-19 19:01:14,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,19,4,0,89,13,0,1,0,2022-08-19,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-08-16 15:06:50,6.375,3.5625,0.0,6.375,38.0,3.5625,90.0,0.0,0.0,-0.029891304347826053,-0.09318181818181814,0.0,-0.029891304347826053,0.0,-0.09318181818181814,0.0,0.0,0.0,13.0,0.6153372817475579,8.0,0.2499687539057618,0.0,0.0
uala_arg,"Desde Ualá, buscamos abrirle el camino al mundo financiero a millones de personas, y así ayudarlos día a día a construir su propio camino.",4,0,4,0,2022-08-19 19:01:16,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,19,4,0,138,24,0,0,0,2022-08-19,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-08-16 15:06:50,6.375,3.5625,0.0,6.375,38.0,3.5625,90.0,0.0,0.0,-0.029891304347826053,-0.09318181818181814,0.0,-0.029891304347826053,0.0,-0.09318181818181814,0.0,0.0,0.0,12.0,0.3333055578701775,7.0,0.571346950435652,0.0,0.0
uala_arg,"Podés empezar ahora. Con un click y, ¡gratis!
Si tenés Android  
goo.gl/pfgkE6 
Si tenés iOS ",0,0,0,0,2022-08-19 19:01:17,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,19,4,0,93,15,0,0,1,2022-08-19,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-08-16 15:06:50,6.375,3.5625,0.0,6.375,38.0,3.5625,90.0,0.0,0.0,-0.029891304347826053,-0.09318181818181814,0.0,-0.029891304347826053,0.0,-0.09318181818181814,0.0,0.0,0.0,11.5,0.0,6.5,0.0,0.0,0.0
uala_arg,"Llega 
@_ruggero
 y con Ualá tenés 2X1 en entradas comprando por 
@TicketekAr
 a partir de MAÑANA, hasta el 29 de Agosto. Aplican tyc  
uala.com.ar/promociones/2x
…",185,46,0,0,2022-08-19 22:54:07,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,22,4,0,164,25,0,1,0,2022-08-19,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-08-16 15:06:50,6.375,3.5625,0.0,6.375,38.0,3.5625,90.0,0.0,0.0,-0.029891304347826053,-0.09318181818181814,0.0,-0.029891304347826053,0.0,-0.09318181818181814,0.0,0.0,0.0,12.0,15.41538205149571,6.0,0.0,0.0,0.0
uala_arg,DALEEEEE ISURUS ,12,3,1,0,2022-08-21 22:44:52,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,22,6,1,16,2,0,0,0,2022-08-21,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-08-16 15:06:50,6.375,3.5625,0.0,6.375,38.0,3.5625,90.0,0.0,0.0,-0.029891304347826053,-0.09318181818181814,0.0,-0.029891304347826053,0.0,-0.09318181818181814,0.0,0.0,0.0,12.0,0.9999166736105325,5.5,0.18178512997636792,0.0,0.0
uala_arg,"Buen día para tod@s, sobre todo para los que están en la final de la #LLA 
@teamisurus
 
¡VAMOS ISURUS! ",57,5,6,0,2022-08-22 13:38:52,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,13,0,0,104,19,1,1,1,2022-08-22,['#lla'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-08-16 15:06:50,6.375,3.5625,0.0,6.375,38.0,3.5625,90.0,0.0,0.0,-0.029891304347826053,-0.09318181818181814,0.0,-0.029891304347826053,0.0,-0.09318181818181814,0.0,0.0,0.0,12.0,4.74960419965003,6.0,0.9998333611064822,0.0,0.0
uala_arg,"Te mejoro el jueves con 4 palabras: Tenés descuento en 
@pedidosya
 ",19,2,7,0,2022-08-25 13:20:49,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,13,3,0,68,11,0,1,0,2022-08-25,[],0.0,0.11303634196519852,2.0,0.0,0.0,-0.7177359266445348,-0.19236154953575157,2022-08-22 20:57:53,7.125,3.0,0.0,7.125,38.0,3.0,90.0,0.0,0.0,0.11764705882352944,-0.1578947368421053,0.0,0.11764705882352944,0.0,-0.1578947368421053,0.0,0.0,0.0,12.0,1.5832013998833432,6.0,1.1664722546242292,0.0,0.0
uala_arg,¿Para el poste?,2,0,2,0,2022-08-25 13:20:57,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,13,3,0,15,3,0,0,0,2022-08-25,[],0.0,-0.022519387304782867,2.0,0.0,0.0,-0.7177359266445348,-0.19236154953575157,2022-08-22 20:57:53,7.125,3.0,0.0,7.125,38.0,3.0,90.0,0.0,0.0,0.11764705882352944,-0.1578947368421053,0.0,0.11764705882352944,0.0,-0.1578947368421053,0.0,0.0,0.0,12.0,0.16665277893508876,6.0,0.33327778703549404,0.0,0.0
uala_arg,"Bueno, espero tu recomendación y te dejo el link acá 
uala.com.ar/promociones/pe
…",4,0,0,0,2022-08-25 13:20:58,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,13,3,0,82,12,0,0,0,2022-08-25,[],0.0,0.06076705455780029,2.0,0.0,0.0,-0.7177359266445348,-0.19236154953575157,2022-08-22 20:57:53,7.125,3.0,0.0,7.125,38.0,3.0,90.0,0.0,0.0,0.11764705882352944,-0.1578947368421053,0.0,0.11764705882352944,0.0,-0.1578947368421053,0.0,0.0,0.0,11.5,0.3477958438396661,5.0,0.0,0.0,0.0
uala_arg,"Ya podés invertir en todas esas empresas que amás 

En la que hizo las pelis de tu infancia, en la que crea tus videojuegos favoritos y en muchas más. Es súper fácil, ¡conocé más! ",25,3,1,0,2022-08-26 16:19:24,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,16,4,0,180,34,0,0,1,2022-08-26,[],0.0,0.09712869673967361,3.0,0.0,294.6666666666667,-0.7177359266445348,-0.1354528372879756,2022-08-22 20:57:53,7.125,3.0,0.0,7.125,38.0,3.0,90.0,0.0,0.0,0.11764705882352944,-0.1578947368421053,0.0,0.11764705882352944,0.0,-0.1578947368421053,0.0,0.0,0.0,12.0,2.0831597366886094,4.0,0.2499375156210947,0.0,0.0
uala_arg,Viajá de la mano de Ualá a donde quieras,6,1,3,0,2022-08-26 18:35:15,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,18,4,0,40,9,0,0,0,2022-08-26,[],0.0,-2.736225724220276e-05,3.0,0.0,294.6666666666667,-0.7177359266445348,-0.1354528372879756,2022-08-22 20:57:53,7.125,3.0,0.0,7.125,38.0,3.0,90.0,0.0,0.0,0.11764705882352944,-0.1578947368421053,0.0,0.11764705882352944,0.0,-0.1578947368421053,0.0,0.0,0.0,11.5,0.5216937657594992,4.0,0.7498125468632841,0.0,0.0
uala_arg," 20% de descuento SIN TOPE de reintegro en 
@flybondioficial
 
 Podés contratar asistencia al viajero a través de la app",2,0,1,0,2022-08-26 18:35:16,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,18,4,0,120,19,0,1,0,2022-08-26,[],0.0,0.12362094223499298,3.0,0.0,294.6666666666667,-0.7177359266445348,-0.1354528372879756,2022-08-22 20:57:53,7.125,3.0,0.0,7.125,38.0,3.0,90.0,0.0,0.0,0.11764705882352944,-0.1578947368421053,0.0,0.11764705882352944,0.0,-0.1578947368421053,0.0,0.0,0.0,11.0,0.181801654395055,4.0,0.2499375156210947,0.0,0.0
uala_arg," ¿Tenés que viajar al aeropuerto? 30% de ahorro en 
@cabify_arg
 
¿Buscás hospedaje? 5% de reintegro en Booking
 ¿Necesitás un auto? 11% de ahorro en Rentalcars",0,0,2,0,2022-08-26 18:35:17,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,18,4,0,160,25,0,1,0,2022-08-26,[],0.0,0.1701154112815857,3.0,0.0,294.6666666666667,-0.7177359266445348,-0.1354528372879756,2022-08-22 20:57:53,7.125,3.0,0.0,7.125,38.0,3.0,90.0,0.0,0.0,0.11764705882352944,-0.1578947368421053,0.0,0.11764705882352944,0.0,-0.1578947368421053,0.0,0.0,0.0,10.5,0.0,3.5,0.5712653527563554,0.0,0.0
uala_arg,¡Buen viaje! No te olvides de subir tu foto con #UaláPorElMundo así viajamos junt@s,0,0,2,0,2022-08-26 18:35:18,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,18,4,0,83,14,1,1,1,2022-08-26,['#ualáporelmundo'],0.0,0.12488467991352081,3.0,0.0,294.6666666666667,-0.7177359266445348,-0.1354528372879756,2022-08-22 20:57:53,7.125,3.0,0.0,7.125,38.0,3.0,90.0,0.0,0.0,0.11764705882352944,-0.1578947368421053,0.0,0.11764705882352944,0.0,-0.1578947368421053,0.0,0.0,0.0,10.0,0.0,3.0,0.6664445184938355,0.0,0.0
uala_arg,"MAÑANA
17:00hs AR
@teamisurus",22,2,5,0,2022-08-26 22:47:46,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,22,4,0,29,4,0,1,0,2022-08-26,[],0.0,0.01655421406030655,3.0,0.0,294.6666666666667,-0.7177359266445348,-0.1354528372879756,2022-08-22 20:57:53,7.125,3.0,0.0,7.125,38.0,3.0,90.0,0.0,0.0,0.11764705882352944,-0.1578947368421053,0.0,0.11764705882352944,0.0,-0.1578947368421053,0.0,0.0,0.0,10.5,2.095038567755452,3.5,1.4281633818908883,0.0,0.0
uala_arg,"EL TRICAMPEÓN DE LATINOAMÉRICA 

ESTAMOS DE VUELTA EN WORLDS, A CUMPLIR EL SUEÑO.

SER DE ISURUS ES UN SENTIMIENTOOOOO NO PUEDO PARAAAAAAR. #LLA",0,398,104,0,2022-08-28 01:36:10,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,1,6,1,144,23,1,0,0,2022-08-28,['#lla'],0.0,0.16232123970985413,3.0,0.0,425.0,-0.7177359266445348,-0.1354528372879756,2022-08-22 20:57:53,7.125,3.0,0.0,7.125,38.0,3.0,90.0,0.0,0.0,0.11764705882352944,-0.1578947368421053,0.0,0.11764705882352944,0.0,-0.1578947368421053,0.0,0.0,0.0,10.0,0.0,4.0,25.99350162459385,0.0,0.0
uala_arg,"Yo que vos aprovecho esta semana y acumulo beneficios para conocer el país
uala.com.ar/promociones?ca
…",16,1,15,0,2022-09-06 15:33:50,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16,15,1,0,103,15,0,0,0,2022-09-06,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-08-22 20:57:53,7.125,3.0,0.0,7.125,38.0,3.0,90.0,0.0,0.0,0.11764705882352944,-0.1578947368421053,0.0,0.11764705882352944,0.0,-0.1578947368421053,0.0,0.0,0.0,10.5,1.5236644129130559,4.0,3.7490627343164205,0.0,0.0
uala_arg,"Tu celu en modo seguro 
Contratá el seguro para celular que ofrece Willis Towers Watson y protegelo contra robo o daño. Para acceder vas a tener que ingresar a la app de Ualá, hacer click en ""Más"" y por último hacer click en la sección de ""Seguros y Asistencias""",7,3,15,0,2022-09-08 14:27:54,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16,14,3,0,262,49,0,0,0,2022-09-08,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-08-22 20:57:53,7.125,3.0,0.0,7.125,38.0,3.0,90.0,0.0,0.0,0.11764705882352944,-0.1578947368421053,0.0,0.11764705882352944,0.0,-0.1578947368421053,0.0,0.0,0.0,10.0,0.6999300069993001,4.0,3.7490627343164205,0.0,0.0
uala_arg,"Tenés que comprar todo para la juntada del finde. Tenés descuento en 
@pedidosya
 Market con Ualá  
bit.ly/3Rz8JrC",28,3,18,0,2022-09-10 13:00:12,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16,13,5,1,114,17,0,1,0,2022-09-10,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-08-22 20:57:53,7.125,3.0,0.0,7.125,38.0,3.0,90.0,0.0,0.0,0.11764705882352944,-0.1578947368421053,0.0,0.11764705882352944,0.0,-0.1578947368421053,0.0,0.0,0.0,10.0,2.7997200279972003,4.0,4.498875281179704,0.0,0.0
uala_arg,"Las contraseñas son las llaves a tu mundo digital. Te compartimos algunos tips para la creación de ellas. No te olvides de protegerlas y no las compartas con nadie, incluso si el contacto pareciera venir de Ualá ",11,4,21,0,2022-09-13 21:49:53,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16,21,1,0,212,37,0,0,0,2022-09-13,[],0.0,0.1125442236661911,2.0,0.0,364.5,-0.7177359266445348,-0.19236154953575157,2022-09-12 17:02:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.3748281464816898,4.0,5.248687828042989,0.0,0.0
