profile,text,reactions,comments,shares,created_at,followers
Balanz Capital,"Nueva Licitación de Obligaciones Negociables 🌟

Banco Comafi S.A. es una entidad financiera privada de capitales argentinos con una estrategia sólida y rentable, enfocada en atender nichos de mercado donde puede generar valor competitivo. Su principal foco son las empresas, a las que ofrece soluciones financieras integrales que abarcan banca corporativa, privada, de inversión, comercio exterior, trading y leasing. Banco Comafi es líder en el mercado de leasing, uno de los principales participantes en obligaciones negociables PyMEs y el emisor destacado de CEDEARs, que representan inversiones en acciones y bonos extranjeros. También brinda servicios clave como depositaria de fondos comunes de inversión y negocios fiduciarios.⁣⁣
⁣El banco cuenta con una red de 69 sucursales, y es el núcleo de un grupo financiero que incluye The Capita Corporation, Comafi Bursátil, Comafi Fiduciario Financiero y Nubi. Su compromiso se basa en crecer junto con sus clientes, asegurando un servicio diferenciado y adaptado a sus necesidades.⁣⁣

⚠️Importante: si realizaste compras de dólar oficial, estás en condiciones para licitar este papel.

𝘉𝘈𝘓𝘈𝘕𝘡 𝘊𝘈𝘗𝘐𝘛𝘈𝘓 𝘝𝘈𝘓𝘖𝘙𝘌𝘚 𝘚.𝘈.𝘜. 𝘈𝘓𝘠𝘊 𝘕° 210 𝘺 𝘈𝘊𝘋𝘐 𝘕° 62 𝘢𝘯𝘵𝘦 𝘭𝘢 𝘊𝘕𝘝.",32,0,19,04/11/2025,73502
Balanz Capital,"Analizamos el histórico rally de las acciones argentinas tras las elecciones de medio término 🚀.

En una colaboración entrey el equipo de Research de Balanz, exploramos las razones detrás del salto de US$18.657 millones en la valuación de las principales compañías locales.

""Esto renueva el apetito por el riesgo argentino y lo vimos en los días iniciales”, indicó, Director de Research Corporativo en Balanz.

📈 Energía y sector financiero se destacan entre los principales impulsores del nuevo optimismo en el mercado local.

Leé la nota completa acá 👉",81,2,2,04/11/2025,73502
Balanz Capital,"🎓 Llegan los Balanz University Days
Del 3 al 7 de noviembre, accedé a nuestras formaciones con un 30% OFF e impulsá tu conocimiento en inversiones y finanzas.

Una oportunidad para seguir aprendiendo, crecer y tomar mejores decisiones financieras. 🚀

👉 Ingresá ay usá el código BALANZDAYS.",22,0,4,04/11/2025,73502
Balanz Capital,"💻 Participamos de la 9ª edición de Pulso IT · Exposición y Conferencias de Tecnologías de la Información más importante del país, que reunió a referentes del sector para potenciar la innovación y las oportunidades de negocio.

🎙️ Durante el encuentro se realizó la charla “Gobernabilidad y economía post-electoral”, a cargo de Rodolfo Santángelo, economista, y Melina Di Napoli, Analista de Productos de Wealth Management en Balanz Capital.

🤝 Un espacio de diálogo y análisis sobre el escenario económico actual y los desafíos que vienen.",51,0,6,04/11/2025,73502
Balanz Capital,"🔔Por qué invertir tus dólares y no dejarlos quietos⁣
 ⁣
 Te invitamos a una nueva charla⁣
⁣
📆 Lunes 3 de noviembre ⁣
⏰17 h⁣
📣Isabel Botta (Product Manager) y Melina Di Napoli (Analista de Producto Wealth Management) ⁣
📍Charla online y gratuita⁣
⁣
🔹 Vas a conocer cómo la inflación y el costo de oportunidad impactan en el valor de tus ahorros.⁣
🔹 Descubrí las principales alternativas de inversión en dólares.⁣
🔹 Participá del vivo y despejá tus dudas.⁣
⁣
👉 Reservá tu lugar",65,1,1,04/11/2025,73502
Balanz Capital,"Recibimos en nuestras oficinas a representantes de la Cámara para compartir una jornada de intercambio y análisis junto a los equipos de Balanz University Inversiones, Corporate y Research. ✨

📌Durante el encuentro, Débora Scola y Nicolás Monzón presentaron su visión sobre el mercado y las oportunidades de inversión de cara a la semana previa a las elecciones.

Agradecemos a todos los que participaron de este espacio que refleja nuestro compromiso con la educación financiera, el análisis económico y la generación de vínculos con la comunidad empresaria.",46,0,2,28/10/2025,73502
Balanz Capital,"En el marco de la Semana Mundial del Inversor, desde Balanz University celebramos una nueva edición de esta iniciativa global que promueve la educación financiera y el acceso a herramientas para tomar mejores decisiones con el dinero.

Durante la semana realizamos distintas actividades, con el propósito de acercar conocimiento útil, claro y aplicable:
💡 “Tus primeras decisiones financieras: ahorro, inversión y metas”
Un espacio para quienes están comenzando a dar sus primeros pasos en la gestión de sus finanzas personales.
🤖 “Tecnología y finanzas: desafíos y oportunidades”, junto a
Un encuentro en el que reflexionamos sobre el impacto de la innovación en el sistema financiero.
📈 Masterclass “Administración inteligente de carteras: decisiones claves para el inversor moderno”, junto a
Una propuesta para inversores que buscan optimizar sus estrategias.

En Balanz University creemos que la educación financiera es la base para construir decisiones responsables, informadas y sostenibles en el tiempo.

Seguimos trabajando para que cada vez más personas puedan aprender a invertir con conocimiento.",47,1,1,14/10/2025,73502
Balanz Capital,"Nueva Licitación de Obligaciones Negociables 🌟

OTAMERICA Ebytem S.A. es una empresa de logística especializada en el almacenamiento y transporte de hidrocarburos, gases y productos químicos, con una posición estratégica dentro de la infraestructura energética argentina. Sus principales accionistas, YPF S.A. y Oiltanking GmbH, aportan solidez operativa y respaldo internacional.
La compañía opera en la Terminal Marítima Puerto Rosales, desde donde se despacha gran parte del crudo producido en el país, abasteciendo a las principales refinerías locales. Su rol como operador midstream es clave para el desarrollo de Vaca Muerta y el abastecimiento energético nacional.

⚠️Importante: si realizaste compras de dólar oficial, estás en condiciones para licitar este papel.

𝘉𝘈𝘓𝘈𝘕𝘡 𝘊𝘈𝘗𝘐𝘛𝘈𝘓 𝘝𝘈𝘓𝘖𝘙𝘌𝘚 𝘚.𝘈.𝘜. 𝘈𝘓𝘠𝘊 𝘕° 210 𝘺 𝘈𝘊𝘋𝘐 𝘕° 62 𝘢𝘯𝘵𝘦 𝘭𝘢 𝘊𝘕𝘝.",67,2,2,28/10/2025,73502
Balanz Capital,"🏢 Inauguramos nuestro nuevo piso en Nordelta.

Contamos con la presencia de Carlos Ruckauf, quien compartió su visión sobre la situación internacional y el proceso electoral de octubre.

Un encuentro que refuerza nuestro compromiso de seguir creciendo y de generar espacios de análisis y diálogo.🤝",470,12,12,21/10/2025,73502
Balanz Capital,"¿Sabías que podés proteger tus inversiones y planificar con estrategia ante los cambios del mercado?

Los contratos de futuros te permiten cubrir posiciones y gestionar el riesgo como lo hacen los grandes inversores.

🎓 Inscribirte a la nueva formación: Mercado de derivados: operaciones con futuros

📅 Inicio: 13 de noviembre | 💻 Online | 4 clases en vivo
Inscribite en Balanz University y aprendé a anticiparte con conocimiento 👉",29,5,5,04/11/2025,73502
Balanz Capital,"Nueva Licitación de Obligaciones Negociables 🌟

YPF SA es la principal compañía energética de Argentina, integrada en toda la cadena de valor del petróleo y el gas. Con el Estado Nacional como accionista mayoritario (51%), sus acciones cotizan en la NYSE y ByMA, consolidándose como un referente en la industria regional.⁣⁣
⁣En 2024, destacó por su enfoque en la producción de hidrocarburos, con un crecimiento significativo en Vaca Muerta. Su Plan 4x4 impulsa la producción, eficiencia operativa, disciplina financiera y el desarrollo del proyecto de GNL en Argentina.⁣⁣
YPF combina innovación y compromiso con la transformación energética para seguir liderando el desarrollo de la industria y el futuro energético del país


𝘉𝘈𝘓𝘈𝘕𝘡 𝘊𝘈𝘗𝘐𝘛𝘈𝘓 𝘝𝘈𝘓𝘖𝘙𝘌𝘚 𝘚.𝘈.𝘜. 𝘈𝘓𝘠𝘊 𝘕° 210 𝘺 𝘈𝘊𝘋𝘐 𝘕° 62 𝘢𝘯𝘵𝘦 𝘭𝘢 𝘊𝘕𝘝.",28,0,9,04/11/2025,73502
Balanz Capital,"Nueva Licitación de Obligaciones Negociables 🌟

Tecpetrol S.A. es una empresa del Grupo Techint que desarrolla actividades de exploración, producción y comercialización de hidrocarburos en Argentina. Con presencia en las cuencas Neuquina, Noroeste y Golfo San Jorge, la compañía cuenta con 12 concesiones de explotación —de las cuales 6 son no convencionales— y 3 permisos de exploración, incluyendo uno offshore en la Cuenca Marina Malvinas.
Su producción se concentra principalmente en Fortín de Piedra, uno de los proyectos más importantes de Vaca Muerta, donde lidera la producción de gas no convencional. Tecpetrol S.A. combina eficiencia operativa, innovación tecnológica y compromiso con el desarrollo energético del país, manteniendo un crecimiento sostenido en su producción y una sólida posición dentro del sector petrolero argentino.

𝘉𝘈𝘓𝘈𝘕𝘡 𝘊𝘈𝘗𝘐𝘛𝘈𝘓 𝘝𝘈𝘓𝘖𝘙𝘌𝘚 𝘚.𝘈.𝘜. 𝘈𝘓𝘠𝘊 𝘕° 210 𝘺 𝘈𝘊𝘋𝘐 𝘕° 62 𝘢𝘯𝘵𝘦 𝘭𝘢 𝘊𝘕𝘝.",38,1,1,04/11/2025,73502
Balanz Capital,"🚀 Sumate al mejor equipo de Asesores Financieros Independientes.
 Vas a contar con el respaldo de la empresa líder del mercado para acompañar a tus clientes en su camino como inversores, desde donde estés.

📈 Convertite en IFA y potenciá tu carrera con el soporte, las herramientas y la experiencia que necesitás para crecer.

👉 Más info acá:",49,1,1,28/10/2025,73502
Balanz Capital,"¡Seguimos apostando al crecimiento del talento comercial!
Buscamos perfiles apasionados por las finanzas, con ganas de desarrollarse en el mercado de capitales. 📊🔎

¿Qué valoramos?
Experiencia previa en atención al cliente o asesoramiento financiero. Marcado perfil comercial y habilidades de comunicación.

📍 Modalidad: híbrida - Ubicación: Centro

• Empresas
• Institucionales No Regulados
• Corporate
• Wealth Management
Centro:
Nordelta:

Si querés formar parte ¡postulate o recomendanos a quienes puedan estar interesados!",108,7,7,21/10/2025,73502
Balanz Capital,"Nueva Licitación de Obligaciones Negociables 🌟

BST | Banco de Servicios y Transacciones es una entidad financiera de capital nacional con más de 20 años de trayectoria, orientada a brindar soluciones a medida para empresas. Forma parte del holding Grupo ST y se especializa en Financiamiento, Mercado de Capitales, Inversiones y Gestión de Liquidez, ofreciendo estrategias ágiles y creativas para impulsar el crecimiento empresarial.⁣
Con una visión centrada en la innovación y el desarrollo sostenible, BST se posiciona como un socio estratégico para las empresas argentinas, adaptándose a sus necesidades y acompañándolas en los momentos clave.⁣

⚠️Importante: si realizaste compras de dólar oficial, estás en condiciones para licitar este papel.

𝘉𝘈𝘓𝘈𝘕𝘡 𝘊𝘈𝘗𝘐𝘛𝘈𝘓 𝘝𝘈𝘓𝘖𝘙𝘌𝘚 𝘚.𝘈.𝘜. 𝘈𝘓𝘠𝘊 𝘕° 210 𝘺 𝘈𝘊𝘋𝘐 𝘕° 62 𝘢𝘯𝘵𝘦 𝘭𝘢 𝘊𝘕𝘝.",15,0,4,21/10/2025,73502
Balanz Capital,"Nueva Licitación de Obligaciones Negociables 🌟

Mercado Pago Servicios de Procesamiento S.R.L. (MPSP) es el brazo adquirente de Mercado Libre (MELI) en Argentina, especializado en el procesamiento de pagos digitales. Nació en 2020 y forma parte del ecosistema fintech del grupo, cuya estrategia busca impulsar la inclusión financiera, formalizar transacciones y acelerar la digitalización de pagos en la región. MPSP procesa cerca del 70% de las operaciones de Mercado Libre y se desempeña como Proveedor de Servicios de Pago registrado ante el BCRA, conectando comercios, usuarios, emisores y bancos a través de soluciones como QR, terminales, API y gestión de contracargos.
La compañía cuenta con fuerte respaldo operativo y estratégico de MELI, que cotiza en el Nasdaq (MELI) y tiene presencia en más de 18 países, con Argentina como su tercer mercado más importante.

⚠️Importante: si realizaste compras de dólar oficial, estás en condiciones para licitar este papel.

𝘉𝘈𝘓𝘈𝘕𝘡 𝘊𝘈𝘗𝘐𝘛𝘈𝘓 𝘝𝘈𝘓𝘖𝘙𝘌𝘚 𝘚.𝘈.𝘜. 𝘈𝘓𝘠𝘊 𝘕° 210 𝘺 𝘈𝘊𝘋𝘐 𝘕° 62 𝘢𝘯𝘵𝘦 𝘭𝘢 𝘊𝘕𝘝.",23,1,1,21/10/2025,73502
Balanz Capital,"Hoy celebramos el Día del Fondo Común de Inversión.

En Balanz creemos que los números hablan por sí solos:
🔹 +1.200.000 clientes
🔹 +30 fondos disponibles
🔹 +20 años de trayectoria
🔹 +USD 1.400 millones administrados

Conocé más 👉",47,1,1,12/10/2025,73502
Balanz Capital,"Nueva Licitación de Obligaciones Negociables 🌟

John Deere Credit es la división financiera de Deere & Company, una empresa líder en la fabricación de maquinaria agrícola, de construcción, y de jardinería. Fundada en 1987, John Deere Credit proporciona financiamiento y leasing para la adquisición de equipos John Deere, así como seguros y otros servicios financieros a clientes en más de 30 países.⁣
La compañía se enfoca en ofrecer soluciones financieras flexibles que faciliten a agricultores, contratistas, y propietarios de terrenos adquirir y mantener el equipo necesario para sus operaciones. Además, John Deere Credit trabaja en estrecha colaboración con distribuidores y concesionarios de John Deere para proporcionar un soporte integral a sus clientes.⁣

⚠️Importante: si realizaste compras de dólar oficial, estás en condiciones para licitar este papel.

𝘉𝘈𝘓𝘈𝘕𝘡 𝘊𝘈𝘗𝘐𝘛𝘈𝘓 𝘝𝘈𝘓𝘖𝘙𝘌𝘚 𝘚.𝘈.𝘜. 𝘈𝘓𝘠𝘊 𝘕° 210 𝘺 𝘈𝘊𝘋𝘐 𝘕° 62 𝘢𝘯𝘵𝘦 𝘭𝘢 𝘊𝘕𝘝.",25,1,1,21/10/2025,73502
Balanz Capital,"Nueva Licitación de Obligaciones Negociables 🌟

Pan American Energy (PAE) es una de las principales compañías de energía en Argentina y América Latina, y el mayor productor, empleador e inversor privado del sector en el país. Con operaciones en Argentina, Bolivia, México y Brasil, desarrolla actividades de upstream, midstream, downstream y generación eléctrica a partir de fuentes renovables y tradicionales.
Comprometida con la innovación y la transición energética, PAE impulsa proyectos de petróleo, gas, combustibles, lubricantes, químicos y energías limpias. Con una fuerte inversión en infraestructura y tecnología, produce energía clave para el desarrollo argentino y la región.

⚠️Importante: si realizaste compras de dólar oficial, estás en condiciones para licitar este papel.

𝘉𝘈𝘓𝘈𝘕𝘡 𝘊𝘈𝘗𝘐𝘛𝘈𝘓 𝘝𝘈𝘓𝘖𝘙𝘌𝘚 𝘚.𝘈.𝘜. 𝘈𝘓𝘠𝘊 𝘕° 210 𝘺 𝘈𝘊𝘋𝘐 𝘕° 62 𝘢𝘯𝘵𝘦 𝘭𝘢 𝘊𝘕𝘝.",40,1,1,21/10/2025,73502
Balanz Capital,"🌍 Semana Mundial del Inversor: ¡Es tu momento de aprender a invertir! 💡⁣⁣
En Balanz creemos que la educación financiera es una herramienta clave para potenciar tu bienestar y alcanzar tus metas.

Por eso, te invitamos el próximo 8 de octubre a las 17 hs a participar de la capacitación online y gratuita:
“Tus primeras decisiones financieras: ahorro, inversión y metas”

Vas a descubrir cómo:
✅ Organizar y gestionar tus finanzas personales
✅ Mejorar tu presente y construir tu futuro
✅ Conocer las principales alternativas de inversión para quienes quieren dar sus primeros pasos en el Mercado de Capitales

Al cierre, podrás realizar todas tus preguntas en vivo.

¡Sumate y empezá a tomar decisiones financieras más conscientes! 👇",42,0,15,12/10/2025,73502
Balanz Capital,"🔵 Hoy fuimos host de un evento histórico para el sector energético y el mercado de capitales.

Más de 100 inversores participaron del webinar en el que el CEO de,, junto a su equipo directivo, presentaron la adquisición de los bloques Loma Jarillosa Este y Puesto Silva Oeste en Vaca Muerta.

Este desembarco significa producción inmediata, un plan de desarrollo escalable y el potencial de duplicar el EBITDA actual de la compañía. Un hito que reafirma la relevancia de Vaca Muerta como motor de crecimiento energético en Argentina y la región.

Desde Balanz, seguimos apoyando y acompañando este tipo de proyectos estratégicos que generan oportunidades de inversión y desarrollo sostenible en el país.",55,1,1,12/10/2025,73502
Balanz Capital,"🌟En el marco del Día del Comprador, participamos del panel Escenario político y económico 2026. Bajo la consigna “¿Por qué compramos?”, Melina Di Napoli, Analista de Producto en Balanz, expuso frente a referentes del sector la importancia del costo de oportunidad para los inversores, para comparar riesgo, liquidez y retorno antes de decidir dónde colocar el capital.

En Balanz trabajamos para que cada vez más personas y empresas puedan acercarse al mercado de capitales, acompañándolos con soluciones de inversión pensadas para sus objetivos.",74,2,2,12/10/2025,73502
Balanz Capital,"📚 Recibimos en nuestras oficinas a estudiantes del Colegio Preuniversitario San Pablo de Tucumán junto a Balanz University.

Vivieron una jornada de aprendizaje donde conocieron cómo funciona el mercado de capitales, armaron su primera cartera de inversión junto a nuestro equipo, escucharon acompartir la visión de Balanz y recorrieron las oficinas para ver de cerca cómo trabajamos.

En Balanz creemos que la educación financiera es clave para acercar a las nuevas generaciones al futuro de las inversiones. 🚀",61,3,3,12/10/2025,73502
Balanz Capital,"📊 Balanz Investment Insight
 Anuncios del Tesoro de EE. UU. y lo que sea necesario antes de las elecciones.
En esta edición analizamos la puesta en marcha del paquete de ayuda del Tesoro de EE. UU. en el mercado de cambios, sus implicancias sobre los activos locales y las expectativas de los inversores en la previa electoral.
Además, repasamos el plan de recompra de acciones de YPF y las nuevas emisiones corporativas en dólares, en una semana donde el flujo y la política marcan el ritmo del mercado.
🎧 Escuchá el episodio:
👉 YouTube
👉 Spotify",24,0,5,21/10/2025,73502
Balanz Capital,"Es tu oportunidad de sumarte al mejor equipo de Asesores Financieros Independientes con el respaldo de la empresa líder del Mercado.🚀

Acompañá a tus clientes en su camino como inversores desde donde quieras. 📈
Convertite en IFA de Balanz ingresando acá:",39,0,8,12/10/2025,73502
Balanz Capital,"Nueva Licitación de Obligaciones Negociables 🌟

Tecpetrol S.A. es una empresa del Grupo Techint que desarrolla actividades de exploración, producción y comercialización de hidrocarburos en Argentina. Con presencia en las cuencas Neuquina, Noroeste y Golfo San Jorge, la compañía cuenta con 12 concesiones de explotación —de las cuales 6 son no convencionales— y 3 permisos de exploración, incluyendo uno offshore en la Cuenca Marina Malvinas.
Su producción se concentra principalmente en Fortín de Piedra, uno de los proyectos más importantes de Vaca Muerta, donde lidera la producción de gas no convencional. Tecpetrol S.A. combina eficiencia operativa, innovación tecnológica y compromiso con el desarrollo energético del país, manteniendo un crecimiento sostenido en su producción y una sólida posición dentro del sector petrolero argentino.

⚠️Importante: si realizaste compras de dólar oficial, estás en condiciones para licitar este papel.

𝘉𝘈𝘓𝘈𝘕𝘡 𝘊𝘈𝘗𝘐𝘛𝘈𝘓 𝘝𝘈𝘓𝘖𝘙𝘌𝘚 𝘚.𝘈.𝘜. 𝘈𝘓𝘠𝘊 𝘕° 210 𝘺 𝘈𝘊𝘋𝘐 𝘕° 62 𝘢𝘯𝘵𝘦 𝘭𝘢 𝘊𝘕𝘝.",47,0,23,14/10/2025,73502
Balanz Capital,"Lanzamos el fondo Balanz Global Equity, el primer fondo de acciones internacionales aprobado por la Comisión Nacional de Valores CNV bajo la RG 1030, que permite a inversores calificados acceder a una cartera diversificada de acciones líderes y ETFs globales.

Balanz Global Equity tiene como objetivo maximizar el crecimiento de capital a largo plazo, invirtiendo en compañías con potencial de crecimiento.

La presentación se realizó en nuestra Sala de Arte y contó con la participación de, Vicepresidenta de la CNV;yón, Directores de la CNV;, Presidente de la CAFCI; y, Gerente General de la CAFCI, quienes nos acompañaron en este lanzamiento que marca un nuevo hito en el mercado de capitales.

En Balanz seguimos impulsando alternativas de inversión que combinan innovación, diversificación y visión global. 🚀",449,11,11,12/10/2025,73502
Balanz Capital,"🚀 Esta semana estuvimos en el Fintech Day de la Universidad Austral, Argentinal con una doble participación.

🎙️ecompartieron la visión de Balanz y el rol que cumple la educación financiera como motor de crecimiento

📍 Además, acompañamos el evento con un stand de Balanz University, donde compartimos trivias y charlas con alumnos de Ciencias Económicas y carreras afines, generando un espacio de intercambio y aprendizaje.

🙌 Gracias a la Universidad Austral por la invitación y a todos los que se acercaron a conocer más sobre Balanz.",158,1,1,12/09/2025,73502
