profile,text,reactions,comments,shares,created_at,followers
Indigo,"🎉 ¡Feliz cumpleaños, Juli!

 Hoy celebramos no solo tu día, sino también el enorme impacto que tenés en Indigo. Sos la persona detrás de nuestra nueva imagen, esa que hace apenas un mes llegó a producción, ya marca un antes y un después en cómo nos vemos y nos sentimos como marca.

¡Que lo pases lindo y que este año nuevo te traiga tantas alegrías como las que vos nos das a diario! 💜",11,2,0,12/07/2025,1769
Indigo,"💡 Transformando el Bienestar Corporativo 💡

Nuestro CEO, Yves (Ipa) Payen, compartió un mensaje que refleja el corazón de: Estamos aquí para revolucionar el bienestar de los equipos, conectando a las personas con soluciones efectivas que inspiran y transforman. 🌱

📊 Algunos datos que respaldan nuestro impacto:
⭐ 4.1/5: Calificación promedio de nuestros planes.
🌟 4.7/5: Experiencias presenciales que conectan y motivan.
📈 11% de engagement promedio, más del doble del estándar del mercado.
🚀 Hasta 30% de participación en eventos presenciales.

Sin embargo, sabemos que el desafío no es solo tener un gran servicio; es darnos a conocer. Como empresa, nos mueve la idea de ampliar nuestro alcance y demostrar cómo el bienestar puede convertirse en una ventaja competitiva para las empresas.

👥 Si gestionas beneficios corporativos en salud y bienestar, te invitamos a descubrir cómo Indigo puede ayudarte. Probá nuestros planes, sumate a una demo y dejá que los números y resultados hablen por sí solos.


📩 Contactanos por mensaje directo",19,1,0,14/12/2024,1769
Indigo,"✨ ¡Atención! Algo grande se viene en Indigo… ✨

Algo está a punto de suceder en Indigo que redefinirá lo que sabés sobre bienestar. No podemos revelarlo todo aún, pero preparate para una transformación que va a cambiar la manera en la que cuidás tu salud.

¡Mantenete atento, lo que viene promete sorprenderte! 🤓",49,17,17,13/05/2025,1769
Indigo,"¡Feliz cumpleaños, Yves (Ipa) Payen! 🎉

Hoy celebramos no solo tu día, sino la visión y pasión que has infundido en Indigo. Gracias por ser el motor que inspira a nuestro equipo a soñar en grande y trabajar con compromiso. Que este nuevo año esté lleno de éxitos y momentos memorables.",35,15,0,13/04/2025,1769
Indigo,"Día Internacional de la Mujer: Un Momento para Vos 💜

Ser mujer hoy es estar en mil cosas a la vez: el trabajo, la casa, la familia, los proyectos personales… Y en ese ritmo, muchas veces dejamos nuestro bienestar en pausa.

Desde Indigo Balance, queremos recordarte que el equilibrio no es un lujo, es una necesidad. Por eso, te invitamos a tomarte un momento para desconectar del ruido y reconectar con vos misma.

Descarga nuestra app y sumate a “Renová tu calma: 15 días anti-estrés”, un plan diseñado por, creadora del método Yoga Balance, para ayudarte a recargar energías y volver a vos.

📲 Porque cuidar de vos también es parte del camino.",21,2,2,14/03/2025,1769
Indigo,"🎯 El rol clave de un Focal Point en Bienestar

En Indigo, sabemos que los programas de bienestar generan más impacto cuando dentro de la empresa hay una persona que toma el rol de referente. No significa sumarle más tareas ni responsabilidades, sino potenciar su voz para que el mensaje llegue mejor a todos los colaboradores.

Cuando hay una comunicación fluida y adaptada, el programa se percibe como relevante, atractivo y consistente, aumentando el engagement y el retorno de la inversión. En cambio, la falta de interés y seguimiento puede hacer que el programa se sienta desconectado de las necesidades reales, reduciendo su impacto.

Por eso, actuamos como el brazo extendido de ese Focal Point, brindándole herramientas, estrategias y soporte continuo para que el bienestar no quede solo en una iniciativa, sino que se transforme en parte de la cultura organizacional. Este rol puede asumirlo alguien del equipo de Recursos Humanos, pero también cualquier persona con interés en impulsar hábitos saludables dentro de su organización.

📊 Nuestros datos lo confirman: en la placa que acompaña este post, compartimos estadísticas reales de uso que reflejan el impacto positivo de contar con un Focal Point dentro de la empresa. Cuando hay un referente claro, la participación crece, el compromiso con el bienestar se fortalece y los resultados son sostenibles en el tiempo.

🌱 Apostar por el bienestar no es solo ofrecer recursos, sino también generar espacios donde estos realmente se aprovechen.

💬 ¿Cómo gestionan la comunicación de bienestar en tu empresa? ¡Te leemos!",16,2,2,14/03/2025,1769
Indigo,"🌞 Bienestar de Verano con Indigo 🌱

En Argentina, el verano es sinónimo de descanso, vacaciones y nuevas oportunidades para cuidar de uno mismo. En Indigo, seguimos acompañándote con planes diseñados para esta temporada, ayudándote a recuperar energía, conectar con tus objetivos y disfrutar de un bienestar integral.

Mientras tanto, seguimos trabajando para mejorar nuestras ofertas y fortalecer nuestros servicios B2B. Nos enfocamos en brindar procesos sólidos de customer success, actuando como el brazo extendido de los equipos de Recursos Humanos y Beneficios en las organizaciones.

🎯 Nuestro objetivo es claro: facilitar la implementación de soluciones de bienestar con dinámicas efectivas y resultados que marquen la diferencia.

💬 ¿Ya probaste nuestros planes de verano? Contanos cómo te están ayudando a recargar energías.

¡Estamos acá para escucharte y mejorar juntos!",25,1,0,12/02/2025,1769
Indigo,"🌟 ¡Año Nuevo, Nueva Rutina, Nueva Web! 🎉

El cierre de año siempre nos invita a reflexionar, a recargar energía y a pensar en todo lo que queremos lograr en los próximos meses. 💭 En Indigo, creemos que el bienestar comienza con pequeños pasos y que este es el momento perfecto para empezar.

🎯 Por eso, diseñamos una planificación ideal para el verano: enfocada en la recuperación de energía, calma y hábitos saludables. ¡Descargá nuestra app en los stores y empezá a disfrutar de un verano más equilibrado! 🌞✨

💻 Además, estamos emocionados de anunciar que renovamos nuestra web. Año nuevo, ¡web nueva! Te invitamos a conocerla y explorar todas las formas en que Indigo puede acompañarte en tu camino hacia el bienestar.

💬 ¿Ya pensaste en tu primer paso para un 2025 lleno de energía? Contanos en los comentarios. 🚀",37,2,2,13/01/2025,1769
Indigo,"🎄 Bienestar en balance 🎅

¡Es esa época del año! 🎉 Sabemos que las fiestas vienen con grandes banquetes, copas de más y cambios en la rutina. Por eso, en Indigo Balance, queremos ayudarte a mantener el bienestar mientras disfrutás a pleno.

Acá van 3 tips para estas fechas:

🥤 Hidratación: Si vas a brindar con alguna copa extra, ¡recordá hidratarte! Consumí agua antes, durante y después. Esto ayuda a mantenerte enfocado y a eliminar toxinas más rápido (¡tu cuerpo te lo agradecerá!).

🤸‍♂️ Movimiento: Un poco de actividad física suave, como sesiones de movilidad activa o caminatas ligeras, puede mejorar tu digestión y ayudarte a dormir mejor después de las cenas largas.

🧘‍♀️ Mente en calma: Dedicate unos minutos a respirar profundamente o practicar una breve meditación sobre tus objetivos. Te ayudará a minimizar el estrés de las próximas semanas y a conectar con lo que realmente importa.

🎁 Si querés más tips y planificaciones personalizadas, bajate Indigo Balance y descubrí nuestros planes gratuitos para empezar este camino hacia el bienestar.

¡Felices fiestas! ✨",27,0,0,13/01/2025,1769
Indigo,"🚀 ¡Le damos la bienvenida a Liber Da Silva 🇦🇷! 🎉

En Indigo estamos felices de sumar a Liber a nuestro equipo. Su talento y energía nos inspiran a seguir construyendo soluciones de bienestar innovadoras 💡.

Cada nuevo integrante trae consigo habilidades únicas que enriquecen nuestro propósito: acompañar a las personas en su camino hacia un bienestar más simple, práctico y efectivo 🌱.

💬 ¡Seguí nuestras redes para más novedades y sorpresas que se vienen en Indigo! 🚀",54,3,3,14/12/2024,1769
Indigo,"🌍 Bienestar Integral para Combatir los Retos del Futuro 🌱

Hoy, infobae destaca dos temas cruciales que resuenan profundamente con nuestra misión en Indigo:

1️⃣ La crisis de salud mental en los lugares de trabajo amenaza la productividad global y pone en jaque el bienestar de los equipos humanos.
👉

2️⃣ Un impactante modelo digital revela cómo será el aspecto humano en 2050 si no mejoramos nuestros hábitos de sueño.
👉

En Indigo, creemos que el bienestar integral no solo es deseable, sino imprescindible. Somos una plataforma de bienestar empresarial, donde contamos con prestadores de alta calidad que crean planes estándar y personalizados. Trabajamos para mejorar hábitos y estilos de vida, ayudando a las empresas y sus equipos a mantenerse sanos, productivos y felices a largo plazo. 💡✨

📝 ¿Querés saber más sobre cómo podemos ayudarte a transformar el bienestar en tu organización?

Preguntanos cualquier cosa en los comentarios o contactanos directamente.

¡Estamos acá para ayudarte! 🙌",18,0,1,13/01/2025,1769
Indigo,"Hoy, en el Día Internacional de la Microbiota y cerrando junio, Mes Internacional de la Fertilidad, queremos contarles algo clave:
La microbiota intestinal influye directamente en la salud hormonal, la inflamación y la fertilidad.
Desde Indigo, sabemos que el bienestar integral empieza por cuidarnos desde adentro. Por eso, dentro de nuestra app podés reservar turnos conun servicio especializado en salud femenina y microbiota, para acompañarte de forma personalizada.
Incorporar hábitos saludables que fortalezcan tu microbiota es también cuidar tu fertilidad y tu bienestar general.
📲 Descargá Indigo y accedé a servicios pensados para tu salud integral.",11,0,0,12/07/2025,1769
