username,text,likes,retweets,replies,views,created_at,best_trend,trend_similarity,best_trend_position
BalanzCapital,"#TradeElectoralBalanz 
¿Cómo crees que va a ser el resultado electoral?",4,0,0,1000,2025-08-11T15:38:28.000Z,,0.0,
BalanzCapital,#TradeElectoralBalanz  Cada resultado electoral impacta diferente en el mercado. Si pudieras anticiparte ¿Invertirías distitno?,26,5,1,1000,2025-08-11T15:26:54.000Z,,0.0,
BalanzCapital,"¿Sabés qué es el trade electoral?⁣

Es una estrategia de inversión que busca anticipar los movimientos del mercado según
los posibles resultados de una elección.⁣",6,0,2,1000,2025-08-08T20:12:17.000Z,,0.0,
BalanzCapital," ¿Por qué es importante?⁣

En la previa electoral, el mercado entra en un período de expectativa donde cada
escenario puede impactar de forma distinta en los precios de los activos.⁣",1,0,1,1000,2025-08-08T20:12:26.000Z,,0.0,
BalanzCapital," Ajustar tu cartera en función de ese contexto puede ayudarte a capturar oportunidades
o proteger tu capital.⁣

 En Balanz te acercamos herramientas y análisis. Estate atento a nuestras redes para conocer las mejores estrategias de inversión de cara a las elecciones.",5,0,0,1000,2025-08-08T20:12:45.000Z,,0.0,
BalanzCapital," Hoy en #NuevoDinero por  
@ahora_play
 , desde Balanz conversamos sobre cómo posicionar tus inversiones locales rumbo a las elecciones: tasas en pesos, bonos soberanos y más. 

Miralo en vivo acá ",4,0,0,1000,2025-08-08T14:48:47.000Z,,0.0,
BalanzCapital," ¿Cómo sumar crypto a tu cartera?⁣ Te invitamos a una nueva charla
⁣
 ¿Qué vamos a ver?⁣
⁣
• Qué son las criptomonedas y cómo funcionan⁣
• Por qué Bitcoin y Ethereum ganaron un lugar en las carteras actuales⁣
• Cómo invertir en crypto desde tu cuenta en Balanz, sin",4,0,0,1000,2025-08-08T12:48:26.000Z,,0.0,
BalanzCapital,"Temporada de Balances - Resultados de hoy ⁣
⁣
Walt Disney $DIS superó las previsiones en ganancias del tercer trimestre, con ganancias por acción (EPS) de USD 1,61 frente a los USD 1,45 estimados. Los ingresos (revenue) alcanzaron los USD 23.65B, levemente por debajo de los",0,0,1,874,2025-08-06T14:20:01.000Z,,0.0,
BalanzCapital," Hablamos de mercado en vivo

Sumate a nuestro Space junto a 
@julianyosovitch
  

En semanas de volatilidad, analizamos cómo ajustar tu cartera de inversión.  

 Además, la previa del dato de inflación de la semana que viene.

Conectate ahora ",4,0,0,768,2025-08-06T12:57:58.000Z,,0.0,
BalanzCapital,"Hoy 10am hay un nuevo #MarketTalk para analizar la volatilidad financiera actual y las oportunidades de inversión que dejó la suba de tasas y avance en el dólar 

No te pierdas la charla hoy 10am con 
@BalanzCapital
 ",18,2,2,3000,2025-08-06T11:10:51.000Z,,0.0,
BalanzCapital," ¿Sabías que las LECAPS rinden mucho más que las billeteras virtuales?

La Lecap S30S5 ofrece un rendimiento superior al 40% anual, con tasa real positiva y gran liquidez
 Una opción ideal para quienes buscan cuidar su capital en pesos y aprovechar el corto plazo.

 Invertí",19,3,0,3000,2025-07-30T18:33:26.000Z,,0.0,
BalanzCapital,"Nueva Licitación en Obligaciones Negociables ⁣⁣⁣⁣⁣
⁣
Pampa Energía S.A., una de las empresas integradas de energía más importantes de Argentina, lidera los segmentos de generación de energía eléctrica, exploración y producción de gas y petróleo, y petroquímica. Además,",3,1,1,1000,2025-07-30T14:19:41.000Z,,0.0,
BalanzCapital,"Temporada de balances  ⁣ Varias compañías presentaron resultados por encima de lo esperado, en este hilo te contamos todo ⁣",2,0,1,1000,2025-07-29T18:37:32.000Z,,0.0,
BalanzCapital,"PayPal (PYPL) también superó expectativas, con una ganancia por acción (EPS) de USD 1,40 (+USD 0,10 vs esperado) e ingresos por USD 8.3B (revenue), por encima del consenso del mercado de USD 8.08B.",1,0,1,1000,2025-07-29T18:38:40.000Z,,0.0,
BalanzCapital,"Procter & Gamble (PG) mostró cifras sólidas en su 4Q25: reportó una ganancia por acción (EPS) de USD 1,48 (+USD 0,06 vs esperado) e ingresos por USD 20.89B (revenue), superando levemente el consenso de USD 20.81B.",1,0,0,981,2025-07-29T18:39:06.000Z,,0.0,
BalanzCapital,"Boeing (BA) superó lo esperado por el mercado en el 2Q2025: reportó una pérdida por acción (EPS) de USD -1,24 frente a los USD -1,40 esperados, con ingresos por USD 22.75B (revenue), por encima de los previstos por el consenso del mercado de USD 21.45B.",0,0,1,144,2025-07-29T18:38:11.000Z,,0.0,
BalanzCapital," Nuevo episodio de Balanz Investment Insights
 Pesos volátiles, acuerdo con el FMI y reportes desde EE.UU.
En este episodio analizamos:
 La volatilidad de tasas en pesos y el reacomodamiento de corto plazo
 El nuevo acuerdo con el FMI y qué implica el próximo desembolso",1,0,0,1000,2025-07-29T18:27:58.000Z,,0.0,
BalanzCapital," El FMI mejora las proyecciones del crecimiento global

En su actualización del World Economic Outlook (WEO), el FMI ajustó al alza sus estimaciones para 2025 y 2026, proyectando tasas cercanas al 3% en ambos años.

 Estas cifras son +0.2 p.p. y +0.1 p.p. frente al informe de",3,0,0,1000,2025-07-29T15:20:00.000Z,,0.0,
BalanzCapital,"Argentina en el foco del mundo. 

Nos enorgullece haber sido destacados en The Washington Post, uno de los medios más relevantes.  
 
Nuestro CEO y fundador, Claudio Porcel, aportó su mirada sobre el cambio cultural que vive el país.

En la nota compartimos nuestra perspectiva",13,1,0,1000,2025-07-28T21:52:01.000Z,,0.0,
BalanzCapital,"Nueva Licitación en Obligaciones Negociables ⁣⁣⁣⁣
⁣
Arcor es una empresa multinacional argentina, fundada en 1951, que se especializa en la producción y comercialización de alimentos, golosinas y productos relacionados. Con sede en Arroyito, Córdoba, Arcor se ha",5,0,0,1000,2025-07-22T17:03:10.000Z,,0.0,
BalanzCapital,"Nuevo pack ⁣
Protegé tu capital ante la depreciación del dólar.⁣
⁣
Una alternativa estratégica que combina solidez, tecnología y reserva de valor. ⁣
⁣
En un contexto global donde el dólar pierde fuerza frente a activos reales y otras monedas, diseñamos un portafolio que",5,0,0,910,2025-07-22T14:43:26.000Z,,0.0,
BalanzCapital,"Nueva Licitación en Obligaciones Negociables ⁣⁣⁣

John Deere Credit es la división financiera de Deere & Company, una empresa líder en la fabricación de maquinaria agrícola, de construcción, y de jardinería. Fundada en 1987, John Deere Credit proporciona financiamiento y",2,0,0,846,2025-07-22T14:18:38.000Z,,0.0,
BalanzCapital,"Nueva Licitación en Obligaciones Negociables ⁣⁣⁣
⁣
Loma Negra C.I.A.S.A. es la principal productora de cemento de Argentina, con una participación de mercado cercana al 44%. Fundada hace 99 años, tiene sede en Buenos Aires y forma parte del grupo brasileño InterCement",6,0,1,1000,2025-07-22T14:10:22.000Z,,0.0,
BalanzCapital,"¿Es posible generar una cartera de retiro en el mercado de capitales? Conversamos sobre cuáles son las claves para planificarla junto a 
@malenadelosrios
. No te lo pierdas, miralo acá",25,6,1,6000,2025-07-21T21:00:01.000Z,,0.0,
BalanzCapital," Conocé nuestro nuevo pack de ONs en dólares desde el 8% anual
Estabilidad, cupones semestrales y emisores de alta calidad crediticia  

Descubrí todo sobre el Pack Rendimiento Estratégico en la siguiente nota de 
@Cronistacom
  ",3,0,1,1000,2025-07-21T19:59:00.000Z,,0.0,
BalanzCapital,"Imperdible  

Hoy Isabel Botta, Product Manager de Balanz, estará en Aftermarket junto a 
@julianyosovitch
 para analizar el panorama económico actual. 

¿Cómo impacta en tus decisiones de inversión?

Míralo en vivo acá ",11,2,1,7000,2025-07-18T22:08:22.000Z,,0.0,
BalanzCapital,"¿Querés saber cuales son las empresas que presentan balances la semana que viene? 

Seguinos en nuestro canal de telegram para enterarte de todas las novedades
t.me/BalanzCapital",0,0,0,1000,2025-07-18T17:32:18.000Z,,0.0,
BalanzCapital,"Temporada de balances.

Estas son algunas de las compañías que presentaron sus resultados del segundo semestre 2025",0,0,1,1000,2025-07-18T17:23:51.000Z,,0.0,
BalanzCapital,"Nueva Licitación en Obligaciones Negociables ⁣⁣
⁣⁣
YPF S.A. es la principal compañía energética de Argentina, integrada en toda la cadena de valor del petróleo y el gas. Con el Estado Nacional como accionista mayoritario (51%), sus acciones cotizan en la NYSE y ByMA,",5,0,1,1000,2025-07-16T14:12:55.000Z,,0.0,
BalanzCapital,"Nueva Licitación en Obligaciones Negociables ⁣
⁣
 Petroquímica Comodoro Rivadavia S.A. (PCR): es una empresa privada argentina con más de 100 años de trayectoria, especializada en petróleo y gas, energías renovables y cemento. Es la compañía privada argentina más antigua de",5,1,0,1000,2025-07-16T13:55:26.000Z,,0.0,
BalanzCapital,"Comenzó la temporada de balances del segundo trimestre de 2025  Te contamos que paso 

Estas son algunas de las empresas que presentaron sus resultados:

Ayer, antes de la apertura del mercado, tres grandes empresas financieras superaron las expectativas de los analistas en",6,0,1,1000,2025-07-16T13:43:16.000Z,,0.0,
BalanzCapital,"Hoy, antes de la apertura del mercado, presentaron balances dos empresas de distintos sectores:

Johnson & Johnson $JNJ
Ganancia por acción (EPS): USD 2.77 vs. USD 2.68 esperados.
Ingresos (Revenue): USD 23.74 billion vs. USD 22.86 billion estimados.",2,0,1,815,2025-07-16T13:45:55.000Z,,0.0,
BalanzCapital,"ASML Holding $ASML
Ganancia por acción (EPS): USD 5.90 vs. USD 5.15 esperados.
Ingresos (Revenue): USD 7.69 billion vs. USD 7.54 billion estimados.",2,0,0,788,2025-07-16T13:46:36.000Z,,0.0,
BalanzCapital,"JPMorgan Chase & Co. (JPM)
Ganancia por acción (EPS): USD 4.96 vs. USD 4.48 esperados.
Ingresos (Revenue): USD 44.91 billion vs. USD 43.86 billion estimados.",1,0,1,173,2025-07-16T13:43:59.000Z,,0.0,
BalanzCapital,"Wells Fargo & Company (WFC)
Ganancia por acción (EPS): USD 1.60 vs. USD 1.40 esperados.
Ingresos (Revenue): USD 20.82 billion vs. USD 20.76 billion estimados.",1,0,1,171,2025-07-16T13:44:36.000Z,,0.0,
BalanzCapital," Nuevo llamado a licitación del Tesoro 

El Ministerio de Economía anunció una licitación para este miércoles 16 de julio.
 Instrumentos a licitar (todos en reapertura, tasa fija):
LECAP vencimiento 31/07/25 (S31L5)
LECAP vencimiento 15/08/25 (S15G5)
LECAP vencimiento",1,0,0,1000,2025-07-16T12:00:03.000Z,,0.0,
BalanzCapital," Nuevo episodio de Balanz Investment Insights

 Inflación de junio, fin de las LEFI y el nuevo mapa de oportunidades
En este episodio analizamos:
 Los datos de inflación de junio y su impacto en el mercado
 El desarme de las LEFI y cómo movió las tasas
 Qué hicieron los",1,0,0,1000,2025-07-15T17:17:36.000Z,,0.0,
BalanzCapital,"TOP CEDEARs con mejor rendimiento en dólares en junio⁣
⁣⁣
 Los CEDEARs (Certificados de Depósito Argentinos) te permiten invertir en acciones y ETFs del exterior desde Argentina.⁣⁣
⁣⁣
Cuando comprás un CEDEAR, adquirís un certificado que representa un activo",7,1,0,1000,2025-07-07T18:29:22.000Z,,0.0,
BalanzCapital,"Feriado en Argentina ⁣⁣Todo lo que tenés que saber ⁣⁣
⁣⁣⁣
 No habrá operatoria en mercados locales⁣.⁣⁣
 Los mercados internacionales operan con normalidad.",0,0,0,1000,2025-07-07T13:52:09.000Z,,0.0,
BalanzCapital,"Te invitamos a nuestro próxima capacitación: Invertí en ONs: Momento clave en Argentina para asegurar tasas atractivas⁣
⁣
Jueves 10 de julio⁣
 17:00 hs.⁣⁣
⁣⁣
Inscribite acá 
balanz.in/4khbBXG
⁣⁣⁣⁣⁣⁣
¡Te esperamos!",2,0,0,1000,2025-07-03T19:59:25.000Z,,0.0,
BalanzCapital,"Nueva licitación en Obligaciones Negociables⁣
⁣
Profertil S.A. es la principal empresa argentina dedicada a la producción y comercialización de fertilizantes, especializada en urea granulada, un insumo clave para el agro. Con su planta ubicada en Bahía Blanca, produce 1,3",3,2,1,1000,2025-07-03T15:24:57.000Z,,0.0,
BalanzCapital,"Nueva licitación en Obligaciones Negociables⁣
⁣
Cresud es una compañía agrícola enfocada en la adquisición, desarrollo y operación de tierras con potencial de valorización, principalmente en Argentina, Brasil, Bolivia y Paraguay. A marzo de 2025 cuenta con 728.112",0,0,0,1000,2025-07-03T13:53:34.000Z,,0.0,
BalanzCapital,"Feriado en Estados Unidos¿Qué tener en cuenta?⁣⁣
⁣⁣
jueves 3 de julio⁣
⁣
Los mercados internacionales operan renta fija hasta las 15 hs. ⁣
El resto de los mercados operan con normalidad ⁣
⁣⁣
viernes 4 de julio ⁣
⁣
No habrá negociación ni liquidación de",1,1,0,1000,2025-07-01T17:28:38.000Z,,0.0,
BalanzCapital," Nuevo episodio de Balanz Investment Insights
 Fallo de YPF, señales del mercado y oportunidades para tu aguinaldo
Esta semana analizamos:
 El impacto del fallo de la jueza Preska sobre YPF
 Cómo responde el mercado local y qué posicionamientos ganan fuerza
 Ideas para",5,1,0,1000,2025-07-01T15:42:06.000Z,,0.0,
BalanzCapital,"Nueva licitación en Obligaciones Negociables⁣
⁣
Cresud es una compañía agrícola enfocada en la adquisición, desarrollo y operación de tierras con potencial de valorización, principalmente en Argentina, Brasil, Bolivia y Paraguay. A marzo de 2025 cuenta con 728.112",3,0,0,1000,2025-06-30T17:46:56.000Z,,0.0,
BalanzCapital,"Nueva Licitación de Obligaciones Negociables ⁣⁣⁣

Pluspetrol es un referente en la operación de yacimientos no convencionales, en el desarrollo de campos de gas de alta presión, y en la extracción de crudo en yacimientos maduros con recuperación secundaria y terciaria. Con",4,2,0,1000,2025-06-23T18:42:44.000Z,,0.0,
BalanzCapital,"¿Cómo superar los miedos para invertir?  Analizamos cómo impacta la educación financiera para aumentar la inclusión en el mercado de capitales . Estamos conversando en vivo en #AbriendoMercados por Ahora Play junto a Paula Spitaleri, Directora de Balanz University .",1,0,0,1000,2025-06-23T15:03:49.000Z,,0.0,
BalanzCapital,"Balanz University Days ⁣
⁣
Si estás pensando en profundizar tus conocimientos sobre el mercado de capitales, el momento es ahora: del 23 de junio al 10 de julio contás con un beneficio del 20% en todos los cursos de nuestro campus virtual ingresando el código Aguinaldo.",1,0,0,975,2025-06-23T14:03:15.000Z,,0.0,
BalanzCapital,"Dale un giro a la manera de ahorrar 

Te mostramos 2 alternativas con fondos para perfiles audaces para potenciar tu aguinaldo:
invertí en pesos o dólares con visión de largo plazo. ",3,0,1,1000,2025-06-19T15:04:18.000Z,,0.0,
BalanzCapital," Fondo Balanz Soberano
• Invierte en bonos soberanos en dólares.
• Ideal si querés posicionarte en hard dollar argentino.
 Inversión mínima: USD 100
Invertí acá  
balanz.in/409I0Ik",1,0,1,1000,2025-06-19T15:04:31.000Z,,0.0,
BalanzCapital," Fondo Balanz Long Pesos
• Invierte en deuda soberana en pesos a mediano y largo plazo.
• Pensado para un escenario de mejora macroeconómica.
 Inversión mínima: $1.000
Invertí acá  
balanz.in/4eksfUT

 Dos opciones. Un mismo objetivo: potenciar tu dinero.",1,0,0,995,2025-06-19T15:04:43.000Z,,0.0,
BalanzCapital," FED sin cambios, pero con proyecciones ajustadas
La Reserva Federal mantuvo su tasa en 4.25-4.5%, con voto unánime. El comunicado destacó que la economía sigue creciendo a buen ritmo y el desempleo se mantiene bajo. ¿La inflación? Aún “algo elevada”.

 El tono fue más",5,0,0,1000,2025-06-18T18:35:35.000Z,,0.0,
BalanzCapital," Nuevo episodio de Balanz Investment Insights
Inflación, Bopreal y aguinaldo: las claves del momento para invertir con inteligencia.

 Analizamos el dato de inflación, su lectura política y el impacto de la última licitación del MECON en la estrategia económica del Gobierno.",2,0,0,1000,2025-06-17T16:00:59.000Z,,0.0,
BalanzCapital," ¿Ya pensaste qué hacer con tu aguinaldo?
Si tu perfil es perfil audaz, te dejamos 3 CEDEARs ideales para potenciar tu cartera ",1,0,1,1000,2025-06-17T15:19:21.000Z,,0.0,
BalanzCapital," Bank of America $BAC
Brinda servicios integrales: cuentas, préstamos, inversiones y asesoramiento financiero para individuos y empresas.
Invertí acá  
balanz.in/4041nT1",2,0,1,1000,2025-06-17T15:19:54.000Z,,0.0,
BalanzCapital," Alphabet $GOOGL
Matriz de Google, YouTube y Android. Líder en inteligencia artificial, nube y publicidad . 
Invertí acá  
balanz.in/4jPhaMF",2,0,1,1000,2025-06-17T15:28:29.000Z,,0.0,
BalanzCapital,"Feriado en Estados Unidos y en Argentina ¿Qué tener en cuenta?⁣
⁣
jueves 19 de junio ⁣

No habrá negociación ni liquidación de operaciones en los mercados internacionales. ⁣
Los mercados locales operarán con normalidad, sin embargo, no habrá liquidación de operaciones",2,0,0,1000,2025-06-17T14:43:15.000Z,,0.0,
BalanzCapital,"Más de 1.000.000 de personas ya invierten con nosotros.
¿Por qué? Porque no están solos.
 Tienen un asesor financiero que los acompaña en cada paso.
 Invierten con respaldo en una app sólida y fácil de usar. 

Ahora empezá vos  
balanz.in/40LwkJX",1,0,1,1000,2025-06-17T14:17:34.000Z,,0.0,
BalanzCapital," El Gobierno avanza con medidas clave para fortalecer las reservas y mejorar el control de los agregados monetarios. 
 Mientras tanto, el escenario internacional se ve marcado por crecientes conflictos entre grandes potencias que agregan volatilidad principalmente en TSLA.",4,1,0,1000,2025-06-10T16:23:06.000Z,,0.0,
BalanzCapital,Estos son los CEDEARs que mejor rindieron en mayo ,18,2,4,2000,2025-06-09T17:59:25.000Z,,0.0,
BalanzCapital,¿Tenés alguno en tu cartera? ,0,0,0,1000,2025-06-09T17:59:26.000Z,,0.0,
BalanzCapital,"Comienza una nueva semana, enterate lo que pasó y lo que viene en nuestro #BalanzWeekly de Renta Variable Local e Internacional 

Si te interesa conocer más sobre el view de nuestro equipo de Research, abrí tu cuenta en Balanz hoy para empezar a recibir los informes,",4,0,1,1000,2025-06-09T14:32:44.000Z,,0.0,
BalanzCapital,"Renta variable LOCAL 
 El S&P Merval, medido en CCL, cayó 16.4% desde el inicio del año hasta el 5 de junio. Si bien en el último mes la performance del índice fue positiva (+5.1%), se sigue evidenciando un peor desempeño relativo generalizado.
 En el sector bancario, en",2,0,1,918,2025-06-09T14:32:46.000Z,,0.0,
BalanzCapital,"Renta variable GLOBAL 
 La recuperación del S&P 500 enfrenta vientos de frente ante los malos datos económicos, el riesgo fiscal y menores previsiones en las ganancias de las empresas. 
 Los índices globales de países desarrollados y de América Latina siguen generando",1,0,0,889,2025-06-09T14:32:47.000Z,,0.0,
BalanzCapital,"Argentina  Macro y estrategia
 El Gobierno presentó en el Congreso un proyecto de ley que busca dar sustento jurídico a las medidas orientadas a fomentar el uso de dólares por fuera del sistema bancario.
 El INDEC difundirá este jueves el IPC correspondiente al mes de mayo.",1,0,1,87,2025-06-09T14:32:45.000Z,,0.0,
BalanzCapital,"Global y América Latina  Qué pasó y qué viene. 
 La creación de empleo no agrícola en EE.UU. fue de 139 mil en mayo, la cifra más baja en tres meses, pero por encima de las expectativas del mercado de 126 mil. 
 La producción industrial en Brasil aumentó 0.1% m/m en abril,",0,0,1,79,2025-06-09T14:32:46.000Z,,0.0,
BalanzCapital,"Estamos en #Aftermarket por Neura Media. Alejo Rivas, Estratega en Balanz, conversa sobre la coyuntura actual con Julián Yosovitch. Miranos en vivo acá ￼",1,0,0,2000,2025-06-06T22:11:24.000Z,,0.0,
BalanzCapital,"Estamos en vivo  en #Argenplata por Neura Media.
Melina Di Napoli (Analista de Producto) y Jonathan Spitz (Head Sales Trader) analizan la coyuntura en la antesala electoral junto a Julieta Tarrés.
 Cómo está el mercado
 Cuál es el impacto de las nuevas medidas",4,0,0,1000,2025-06-06T18:10:43.000Z,,0.0,
BalanzCapital,"Nueva Licitación de Obligaciones Negociables ⁣⁣⁣
⁣
Oleoductos del Valle S.A. (Oldelval) es la empresa líder en el segmento midstream en Argentina, con más de 30 años de experiencia en el transporte de hidrocarburos líquidos. Su red de oleoductos conecta las principales",3,0,0,1000,2025-06-06T15:17:25.000Z,,0.0,
BalanzCapital," Ayer, NVIDIA superó a Microsoft y se convirtió —por unas horas— en la empresa más valiosa del mundo. Y aún no tocó máximos históricos.⁣
⁣
NVIDIA volvió a superar expectativas con su balance del último trimestre:⁣
 Ventas: USD 42.000 millones⁣
 7° trimestre consecutivo",7,0,0,1000,2025-06-05T19:55:05.000Z,,0.0,
BalanzCapital,"Nueva Licitación de Obligaciones Negociables ⁣⁣
⁣
Vista Energy Argentina S.A.U. es una empresa energética independiente líder en la producción de petróleo y gas, con foco en los activos no convencionales en Vaca Muerta, Argentina. La compañía posee reservas probadas que",4,1,0,2000,2025-06-03T13:26:47.000Z,,0.0,
BalanzCapital,"Superamos los USD 10.000 millones en activos bajo administración. ⁣
Sí, leíste bien: 10 mil millones de dólares.⁣
⁣
En Balanz trabajamos todos los días con una misión clara: ayudar a las personas a invertir mejor, con excelencia, transparencia y visión de largo plazo.⁣
⁣",69,14,6,65000,2025-06-02T22:00:01.000Z,,0.0,
BalanzCapital,¿Qué es lo que mas valoras de nuestros fondos? ,1,0,1,1000,2025-06-02T17:30:01.000Z,,0.0,
