username,text,likes,retweets,replies,views,followers,created_at
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3v0qF5Z
Saludos.",2,0,0,0,21600,2022-02-18T12:35:48.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no realiza este tipo de llamadas. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",1,0,4,0,21600,2022-02-04T16:16:33.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3Gmekex
Saludos.",1,1,5,0,21600,2022-02-04T16:17:00.000Z
VisaArgentina,"Felicitaciones Delfi 
@delfinamerino
 por los 300 Caps con Las Leonas. Un orgullo que formes parte del #TeamVisa, vistiendo la camiseta que tanto queremos. Visa, Patrocinador Global de los Juegos Olímpicos #Tokyo2020.  Siempre #StrongerTogether.",119,15,1,0,21600,2021-07-29T23:48:25.000Z
VisaArgentina,"Gracias, Peque, por ""dejar cada gota"" en estos Juegos Olímpicos #Tokyo2020, y en toda tu carrera deportiva y profesional.
Es un honor que seas parte del Team Visa. ¡Te queremos!",19,9,5,0,21600,2021-07-24T18:26:10.000Z
VisaArgentina,#GraciasPeque ,3,0,1,0,21600,2021-07-25T19:06:23.000Z
VisaArgentina,"Estamos a solo 30 días de vivir toda la emoción a tu lado 
@gustifernandez4
 en los Juegos Paralímpicos #Tokyo2020.",9,7,3,0,21600,2021-07-24T23:12:04.000Z
VisaArgentina,"Empiezan Los Juegos Olímpicos #Tokyo2020 y desde Visa queremos desearle todo el éxito a 
@delfinamerino
 en sus competencias.
Vivamos los juegos juntos.  #StrongerTogether",8,4,2,0,21600,2021-07-24T00:07:32.000Z
VisaArgentina,"Empiezan Los Juegos Olímpicos #Tokyo2020 y desde Visa queremos desearle todo el éxito a 
@paupareto
 en sus competencias.
Vivamos los juegos juntos.  #StrongerTogether",16,5,1,0,21600,2021-07-23T20:38:03.000Z
VisaArgentina,"¡Últimos días para registrarte en Visa Everywhere Initiative 2021!
Segmentos:
1. Facilitadores de servicios digitales y emisores digitales.
2. Emisión digital.
3. Valor agregado para comercios o consumidores en finanzas.
4. Recuperación de PYMES.
bit.ly/36WP0gj",2,2,123,0,21600,2021-04-01T16:13:14.000Z
VisaArgentina,"ALERTA
Si recibís un mail con un número de cuenta bancaria o con un alias que te insta a depositar una supuesta deuda con Visa, ES FALSO. Nosotros NUNCA incluimos información sensible en nuestras comunicaciones y las relacionadas a cuentas bancarias son gestionadas por los bancos",32,23,143,0,21600,2021-01-14T14:06:58.000Z
VisaArgentina,"Más que nunca, que se sienta nuestro apoyo. Con Visa, comprá todo lo que necesités para acompañar a este equipo y #NoTePierdas nada de la 
@FifaWorldCup_ES
. #Rusia2018",699,105,18,0,21600,2018-06-26T15:00:01.000Z
VisaArgentina,"¡Queda un partido! Termina la ronda de grupos para todos. Con Visa, preparate y #NoTePierdasNada del último juego de tu equipo en esta fase de la 
@FifaWorldCup_ES
 #Rusia2018.",276,17,17,0,21600,2018-06-22T17:00:04.000Z
VisaArgentina,"¿Cuál ha sido tu momento favorito de la 
@fifaworldcup_es
? Con Visa, salí con tus amigos, disfrutá los juegos donde quieras y #NoTePierdasNada",4,2,6,0,21600,2018-06-21T23:00:01.000Z
VisaArgentina,"Para ganar la suerte también cuenta. Con Visa, comprá lo que haga falta para seguir apoyando a tu equipo y #NotePierdasNada de la 
@fifaworldcup_es",1,0,4,0,21600,2018-06-21T19:11:53.000Z
VisaArgentina,"¿En dónde verás el próximo partido, la oficina o en tu casa? Preparate pagando con Visa y #NotePierdasNada de este juego tan importante para tu equipo en la 
@fifaworldcup_es
.",167,97,112,0,21600,2018-06-21T16:53:24.000Z
VisaArgentina,"#NoTePierdasNada porque mañana la albiceleste sale a dejarlo todo en la cancha. prepará lo que necesités con Visa, llamá a tus amigos y seguí pendiente de la 
@fifaworldcup_es
 #Rusia2018",6,3,8,0,21600,2018-06-20T23:58:02.000Z
